rank,score,name,domain,source,pre2024_grade,corroborators,owned_ip,dev_wording,jd_chars,repo_host_hits,review_gate_hits,cicd_hits,years_active,extraction_verified,final_url,ownip_quote,city
36,30,Infintor Solutions LLP,infintor.com,ITDIR:infopark,NONE,-,True,True,7000,0,0,0,0,True,https://www.infintor.com/,"day to day transactions and inventories of your products and services, this company gives ",Kochi
37,30,Seeroo IT Solutions,seeroo.com,ITDIR:infopark,NONE,-,True,True,6903,0,0,0,0,True,https://www.seeroo.com/,"pond to your inquiries, and inform you about our products, services, and promotions. You c",Kochi
38,30,Uplogic Technologies PVT LTD,uplogictech.com,ITDIR:sida,SOURCE_ONLY,copyright,True,True,6890,0,0,0,0,True,https://www.uplogictech.com/,ospitality Construction Travel Home Services Our Products SpotnRides &#8211; Taxi Booking ,Madurai
39,30,Dynactionize India Pvt Ltd,consono.ai,ITDIR:infopark,NONE,-,True,False,6674,0,0,0,0,True,https://consono.ai,"accessed becomes a bottleneck to execution. Our flagship product, Dynizer, acts as a seman",Kochi
40,30,Qubeslab Technologies Private Limited,qubeslab.com,ITDIR:infopark,SOURCE_ONLY,copyright,True,True,6608,0,0,0,0,True,https://qubeslab.com,port to ensure the quality and stability of your product 04 Product support We can support,Kochi
41,30,MindLabs Consultancy Services LLP,mindlabssolutions.com,ITDIR:infopark,SOURCE_ONLY,copyright,True,True,6318,0,0,0,0,True,http://mindlabssolutions.com,ovative concepts to corporations like yours. Our Products Let’s Get Started 01 We know you,Kochi
42,30,Aceware Fintech Services Pvt Ltd (Radiant Acemoney),acemoney.in,ITDIR:infopark,DOMAIN_ONLY,wayback,True,False,1317,0,0,0,0,False,https://acemoney.in,prise-Grade Financial Infrastructure See how our platform orchestrates millions of transac,Kochi
43,25,InerG Software Innovations Pvt.Ltd.,inerg.com,ITDIR:infopark,NONE,-,False,False,7075,0,1,1,0,False,https://inerg.com,,Kochi
44,25,Tech Aventure,techaventure.com,ITDIR:infopark,NONE,-,False,True,6510,0,1,0,0,False,https://techaventure.com,,Kochi
45,25,Navicater Solutions India Pvt Ltd,navicater.com,ITDIR:infopark,NONE,-,True,False,4881,0,0,0,0,False,https://navicater.com,professionals currently onboard. Trusted by Our Products Navicater Suite Intelligent AI ap,Kochi
46,25,MindLabs Systems Pvt Ltd,mindlabssys.com,ITDIR:infopark,SOURCE_ONLY,copyright,True,True,4646,0,0,0,0,False,https://mindlabssys.com,stunning e-commerce websites that showcase your products to developing immersive mobile sh,Kochi
47,25,adesso India Private Ltd,adesso.in,ITDIR:infopark,PROVEN_EQUIV,wayback,False,True,4345,0,0,0,0,False,https://www.adesso.in/en/index-12.jsp,,Kochi
48,25,2Hats Logic Solutions Pvt. Ltd.,2hatslogic.com,ITDIR:infopark,PROVEN_EQUIV,wayback,False,True,3889,0,0,0,0,False,https://www.2hatslogic.com/,,Kochi
49,25,Zapare Technologies Private Limited,zaparetech.com,ITDIR:infopark,NONE,-,True,False,3678,0,0,0,0,False,https://zaparetech.com,"chnology that makes healthcare work smarter. Our platforms remove complexity, increase acc",Kochi
50,25,GIS AXIOM Pvt. Ltd.,gisaxiom.com,ITDIR:infopark,NONE,-,True,True,3605,0,0,0,0,False,https://gisaxiom.com,Php Development Training On the Job Training Our Products akeyi Menu at your fingertip! An,Kochi
51,25,Origent Technologies,origent.in,ITDIR:infopark,NONE,-,True,True,3543,0,0,0,0,False,https://origent.in,nd social services domains. Two factors make our products stand out from our competitors. ,Kochi
52,25,Prevalent AI,prevalent.ai,ITDIR:infopark,NONE,-,True,False,3147,0,0,0,0,False,https://prevalent.ai,AI is that context. Speak to us Speak to us Our Products Security Data Fabric Exposure Man,Kochi
53,25,Daskalos virtual Academy pvt Limited,mytuitionapp.com,ITDIR:infopark,NONE,-,True,False,2985,0,0,0,0,False,https://mytuitionapp.com,(CT) support Capsule Notes Progress Reports Our Products Products in India Products in GCC,Kochi
54,25,BS Teknology Private Limited,bsteknology.com,ITDIR:sida,SOURCE_ONLY,copyright,True,True,2861,0,0,0,0,False,https://bsteknology.com,Internship --> Click to Call BS Academy --> our platform Is Your idea BS Teknology Private,Madurai
55,25,Terrific Minds Private Limited,terrificminds.com,ITDIR:infopark,SOURCE_ONLY,copyright,True,True,2711,0,0,0,0,False,https://www.terrificminds.com/,"althcare Healthcare Tech Powered by CuroTwin Our Products Built to eliminate complexity, a",Kochi
56,25,Pagematics India Pvt. Ltd.,pagematics.com,ITDIR:infopark,SOURCE_ONLY,copyright,True,True,2484,0,0,0,0,False,https://www.pagematics.com/,"r the quality assurance process, we launched our product confidently, with fewer issues, q",Kochi
57,25,Distinct Infotech Solutions,distinctinfotech.com,ITDIR:infopark,NONE,-,True,False,2481,0,0,0,0,False,https://www.distinctinfotech.com/,utions Distinct Infotech Solutions About DIS Our Products Bizzlink – Agent Remittances Cas,Kochi
58,25,Gizmeon Technologies Private Limited,gizmeon.com,ITDIR:infopark,NONE,-,True,False,2462,0,0,0,0,False,https://gizmeon.com,"blishers, and ad networks worldwide. Explore our platforms &rarr; Talk to us AI-first &mid",Kochi
59,25,iCanD ( VIRUDHUNAGAR SOFTWARE ANALYSIS PRIVATE LIMITED ),icand.in,ITDIR:sida,NONE,-,True,True,2423,0,0,0,0,False,https://icand.in,Home About us Products Industries Contact Us OUR PRODUCTS Yard Container Management and Pl,Madurai
60,25,Zamorins Solutions (P) Ltd,zamorinstech.com,ITDIR:infopark,NONE,-,True,True,2381,0,0,0,0,False,https://zamorinstech.com,"eadquartered in Des Moines, Iowa. Learn More Our Products Innovative Products Built to Sol",Kochi
61,25,CoolMinds Technologies Pvt Ltd.,coolmindsinc.com,ITDIR:infopark,PROVEN_EQUIV,wayback,False,True,2065,0,0,0,0,False,https://coolmindsinc.com,,Kochi
62,25,Yavun Technologies,webcontentor.com,ITDIR:infopark,NONE,-,True,True,1965,0,0,0,0,False,https://www.webcontentor.com/,oud SaaS Solutions How We Work Our Expertise Our Products Careers --> Contact Us About Us ,Kochi
63,25,Zlendo Technologies Private Limited,zlendo.com,ITDIR:sida,NONE,-,True,True,1672,0,0,0,0,False,https://zlendo.com,ridge imagination and execution. Book a Demo Our Products Tap into our ready-to-use digita,Madurai
64,25,GALTech Technologies Pvt Ltd,galtech.org,ITDIR:infopark,NONE,-,True,True,1587,0,0,0,0,False,https://www.galtech.org/,dly e-commerce solutions that help you sell your products online effectively. CRM &amp; ER,Kochi
65,25,Aarbee Structures Pvt.Ltd,aarbeestructures.com,ITDIR:infopark,EXISTED_2COR,copyright+wayback,False,False,1506,0,0,0,0,False,https://aarbeestructures.com,,Kochi
66,25,Admaren Tech Pvt Ltd,admaren.com,ITDIR:infopark,EXISTED_2COR,copyright+wayback,False,False,1487,0,0,0,0,False,https://www.admaren.com/,,Kochi
67,25,Techware Lab Pvt.Ltd.,techwarelab.com,ITDIR:infopark,NONE,-,True,True,1487,0,0,0,0,False,https://techwarelab.com,"eamlining operations to boosting efficiency, our platform has empowered businesses across ",Kochi
68,25,CHISQUARE LABS,chisquarelabs.com,ITDIR:infopark,PROVEN_EQUIV,wayback,False,True,1348,0,0,0,0,False,https://chisquarelabs.com,,Kochi
69,25,Nesa Software Pvt Ltd,nesasoftware.com,ITDIR:infopark,NONE,-,True,True,1324,0,0,0,0,False,https://www.nesasoftware.com/,ss processes and make data driven decisions. Our flagship platform integrates advanced AI ,Kochi
70,25,AVENTUS INFORMATICS,aventusinformatics.com,ITDIR:infopark,PROVEN_EQUIV,wayback,False,True,1229,0,0,0,0,False,https://www.aventusinformatics.com/,,Kochi
71,25,Glitz IT Solutions,glitzitsolutions.com,ITDIR:infopark,NONE,-,True,True,1154,0,0,0,0,False,https://glitzitsolutions.com,"ministration, finance, and support services. OUR PRODUCTS Solace ERP Hospital Management S",Kochi
72,25,Pumex InfoTech Pvt Ltd,pumexinfotech.com,ITDIR:infopark,NONE,-,True,True,933,0,0,0,0,False,https://www.pumexinfotech.com/,ng Systems designed to grow seamlessly with your product and infrastructure requirements. ,Kochi
73,25,Obidos Technologies (P) Ltd,obidostech.com,ITDIR:infopark,SOURCE_ONLY,copyright,True,True,915,0,0,0,0,False,https://www.obidostech.com/,"on Admission, Livius Prep PRODUCTS Check out our products BillerMax, BookAToken, Pradakshi",Kochi
74,25,Tecnostac Systems Private Limited,tecnostac.com,ITDIR:infopark,NONE,-,True,False,853,0,0,0,0,False,https://tecnostac.com,Your Trusted Partner in Core Banking Systems Our Products Our Blogs Our Team Our Contact B,Kochi
75,25,Niche Techies,nichetechies.com,ITDIR:infopark,SOURCE_ONLY,copyright,True,False,670,0,0,0,0,False,https://nichetechies.com,Niche Techies About Digitize Hire Right Our Products Blog Get in Touch Digitize your Busin,Kochi
76,25,RUBY SEVEN STUDIOS,rubyseven.in,ITDIR:infopark,NONE,-,True,False,568,0,0,0,0,False,https://www.rubyseven.in/,designers to bring over 300 unique games to our platform. Your patrons will find the games,Kochi
77,25,Datum Innovation,datuminnovation.com,ITDIR:infopark,SOURCE_ONLY,copyright,True,True,333,0,0,0,0,False,https://datuminnovation.com,"n support and technical support. Contact Now Our Products ""Explore our range of innovative",Kochi
78,25,Amla Consultancy Pvt Ltd,amlaconsultancy.com,ITDIR:infopark,PROVEN_EQUIV,copyright+wayback,False,True,0,0,0,0,0,False,https://amlaconsultancy.com,,Kochi
79,25,Appadore Private Limited,appadore.com,ITDIR:infopark,PROVEN_EQUIV,wayback,False,True,0,0,0,0,0,False,https://appadore.com,,Kochi
80,25,BroadTech IT Solutions Pvt Ltd,broadtech-innovations.com,ITDIR:infopark,PROVEN_EQUIV,copyright+wayback,False,True,0,0,0,0,0,False,https://www.broadtech-innovations.com/,,Kochi
81,25,CodeDesign Technologies Pvt Ltd,codedesign.in,ITDIR:infopark,PROVEN_EQUIV,wayback,False,True,0,0,0,0,0,False,https://codedesign.in,,Kochi
82,25,BJ Corps Technologies (OPC) Private Limited,bjcorps.com,ITDIR:infopark,EXISTED_2COR,copyright+wayback,False,False,0,0,0,0,0,False,https://www.bjcorps.com/,,Kochi
83,25,CareRevenue Technology Pvt. Ltd.,carerevenue.com,ITDIR:infopark,EXISTED_2COR,copyright+wayback,False,False,0,0,0,0,0,False,https://carerevenue.com,,Kochi
84,25,CEREIV Advisory LLP,cereiv.com,ITDIR:infopark,EXISTED_2COR,copyright+wayback,False,False,0,0,0,0,0,False,https://cereiv.com,,Kochi
85,25,Crossgen Technologies,crossgentech.com,ITDIR:infopark,EXISTED_2COR,copyright+wayback,False,False,0,0,0,0,0,False,https://crossgentech.com,,Kochi
86,25,Aalpha Net Solutions,aalphanetsolution.com,ITDIR:sida,NONE,-,True,False,0,0,0,0,0,False,https://www.aalphanetsolution.com/,your extensions. .net .com .org .us Choose Your Products &nbsp;DOMAIN NAME 2 Free Email Ad,Madurai
87,25,Analytics Aura Private Limited,analyticsaura.com,ITDIR:sida,NONE,-,True,False,0,0,0,0,0,False,https://analyticsaura.com,"latform Unlock rapid, data-driven decisions. Our framework-based platform streamlines your",Madurai
88,25,Avgira Technologies India Private Limited,avgira.com,ITDIR:sida,NONE,-,True,True,0,0,0,0,0,False,https://avgira.com,", and strategy execution in real operations. Our Products At AVGIRA, we specialize in inno",Madurai
89,25,Balanetra Technologies,balanetra.com,ITDIR:sida,NONE,-,True,False,0,0,0,0,0,False,https://balanetra.com,", Easy Accessibility and User Simple design. Our products are customer centric. We are col",Madurai
90,25,Dot In Technologies,dotintech.com,ITDIR:infopark,NONE,-,True,True,0,0,0,0,0,False,https://dotintech.com,lopment Company in India Dot In Technologies Our Product Services AI Solutions FAQ Get in ,Kochi
91,25,EMATRIX SOFTWARE PRIVATE LIMITED,ematrixsoftware.com,ITDIR:infopark,SOURCE_ONLY,copyright,True,False,0,0,0,0,0,False,https://ematrixsoftware.com,ta and information that are entrusted to us. Our platform was designed and built with high,Kochi
92,25,Eqsoft Business Solutions Pvt Ltd,eqsoftonline.com,ITDIR:infopark,NONE,-,True,False,0,0,0,0,0,False,https://www.eqsoftonline.com/,c to meet your unique business architecture. Our Products Solutions Crafted for Modern Bus,Kochi
93,25,Intbrains Private Limited,intbrains.com,ITDIR:infopark,NONE,-,True,True,0,0,0,0,0,False,https://intbrains.com,he full lifecycle. Platform + Services Model Proprietary platforms backed by managed exper,Kochi
94,25,iTianz (Software Solution),itianz.com,ITDIR:sida,NONE,-,True,True,0,0,0,0,0,False,https://itianz.com,oad more Design Website Mobile Apps Strategy Our Products Showcase the Teams of Management,Madurai
95,25,Voyager IT Solutions Pvt Ltd,itvoyager.com,ITDIR:infopark,SOURCE_ONLY,copyright,True,True,0,0,0,0,0,False,https://www.itvoyager.com/,"Since Voyager IT Solutions, Infopark, India. Our Products Presenting A Range of Digital Pl",Kochi
96,25,Mantra IT Solutions,mantraitsolutions.in,ITDIR:infopark,NONE,-,True,False,0,0,0,0,0,False,https://mantraitsolutions.in,"ustomers, making them more likely to choose your products or services over others. Our inn",Kochi
97,25,Maxxion Systems Private Limited,maxxion.com,ITDIR:infopark,NONE,-,True,True,0,0,0,0,0,False,https://maxxion.com,nderstanding your vision will help us craft your product and bring it to market. Let’s Get,Kochi
98,25,Meditechnos Solutions Private limited,meditechnos.com,ITDIR:sida,NONE,-,True,False,0,0,0,0,0,False,https://meditechnos.com,and communicate with them more effectively. Your platform has completely transformed how I,Chennai
99,25,Onesoft Technologies LLP,onesoftapps.com,ITDIR:infopark,NONE,-,True,True,0,0,0,0,0,False,https://onesoftapps.com,"ation, strategy, and engineering excellence. Our Product Comprehensive solution for pharma",Kochi
100,25,Ravenan Technologies,ravenan.com,ITDIR:sida,NONE,-,True,True,0,0,0,0,0,False,https://ravenan.com,"ull stack developers exclusively focused on your product, bringing extensive experience to",Aruppukottai
101,25,RedBlack Technologies Private Limited,redblacksoftware.com,ITDIR:infopark,NONE,-,True,False,0,0,0,0,0,False,https://redblacksoftware.com,"er you manage 2,500 accounts or 250,000&nbsp;our platform unifies your financial data acro",Kochi
102,25,Retyn Business Solution Pvt. Ltd.,retyn.ai,ITDIR:infopark,NONE,-,True,False,0,0,0,0,0,False,https://www.retyn.ai/,Adaptive growth solutions for every industry Our platform is built to adapt to your busine,Kochi
103,25,Rextech Studios,rextechstudios.com,ITDIR:infopark,SOURCE_ONLY,copyright,True,False,0,0,0,0,0,False,https://rextechstudios.com,nch &amp; Support Deploying and maintaining your product. Course Level Up Your Skills With,Kochi
104,25,SCMAI Digital,scmaidigital.com,ITDIR:sida,SOURCE_ONLY,copyright,True,False,0,0,0,0,0,False,https://scmaidigital.com,"your target audience. We digitally promote your product via short videos, catchy texts and",Madurai
105,25,Techgentsia Software Technologies Private Limited,techgentsia.com,ITDIR:infopark,SOURCE_ONLY,copyright,True,False,0,0,0,0,0,False,https://techgentsia.com,brand name VMeet. View the complete timeline Our Products View all products We value your ,Kochi
106,20,Tranzmeo,tranzmeo.com,ITDIR:infopark,NONE,-,False,False,872762,8,0,1,0,False,https://tranzmeo.com,,Kochi
107,20,SupportHub360,supporthub360.com,ITDIR:infopark,NONE,-,False,False,73753,8,0,0,0,False,https://www.supporthub360.com.au/,,Kochi
108,20,Techmango IT Solutions,techmango.net,ITDIR:sida,NONE,-,False,True,73655,8,0,0,0,False,https://www.techmango.net/,,Chennai
109,20,Inspite Technologies Pvt.Ltd,inspitetech.com,ITDIR:infopark,NONE,-,False,True,63180,8,0,0,0,False,https://inspitetech.com,,Kochi
110,20,Technowave ID Systems PVT.LTD.,technowavegroup.com,ITDIR:infopark,NONE,-,False,True,61292,8,0,0,0,False,https://technowavegroup.com,,Kochi
111,20,Techmango Consulting Services Private Ltd,bautomate.com,ITDIR:sida,NONE,-,False,False,61091,8,0,0,0,False,https://bautomate.com,,Madurai
112,20,Violet Frames,violetframes.com,ITDIR:infopark,NONE,-,False,False,60119,8,0,0,0,False,https://violetframes.com,,Kochi
113,20,Pearlsoft Technologies LLP,pearlsofttechnologies.com,ITDIR:infopark,NONE,-,False,True,59467,1,0,0,0,False,https://pearlsofttechnologies.com,,Kochi
114,20,Dee and Lee Services,deeandlee.com,ITDIR:infopark,NONE,-,False,True,58451,8,0,0,0,False,https://deeandlee.com,,Kochi
115,20,Vaisesika Consulting Private Limited,vaisesikaconsulting.com,ITDIR:infopark,SOURCE_ONLY,copyright,False,True,51442,0,0,6,0,False,https://vaisesikaconsulting.com,,Kochi
116,20,Windfall Productions Pvt.Ltd.,windfallproductions.org,ITDIR:infopark,NONE,-,False,False,23477,7,0,1,0,False,https://windfallproductions.org,,Kochi
117,20,Testing Mavens Software Pvt Ltd,testingmavens.com,ITDIR:infopark,NONE,-,True,False,6734,0,0,0,0,True,https://www.testingmavens.com/,Built Around You. We don&#x27;t sell a tool. Our platform changes the way you test We embe,Kochi
118,20,Zealogics IT Solutions,zealogics.com,ITDIR:infopark,NONE,-,False,True,4203,1,0,2,0,False,https://zealogics.com,,Kochi
119,15,ALB Technologies Pvt Ltd,accuratelegalbilling.com,ITDIR:infopark,DOMAIN_ONLY,wayback,False,False,22891,0,0,0,0,True,https://www.accuratelegalbilling.com/,,Kochi
120,15,Pinetech IT Solutions P Ltd,pinetech.in,ITDIR:infopark,NONE,-,False,True,11723,8,0,0,0,False,https://pinetech.in,,Kochi
121,15,Wazeefa1 Technologies Pvt. Ltd.,wazeefa.in,ITDIR:infopark,NONE,-,False,True,9857,6,0,1,0,False,https://wazeefa.in,,Kochi
122,10,SMEC Automation Pvt Ltd,smeclabs.com,ITDIR:infopark,NONE,-,False,False,47687,0,0,0,0,True,https://www.smeclabs.com/,,Kochi
123,10,Linnk Outsource Solutions India Pvt Ltd,linnk.com,ITDIR:infopark,NONE,-,False,False,33261,0,0,0,0,True,https://www.linnk.com/,,Kochi
124,10,Orestes Technologies Pvt Ltd,orestestech.com,ITDIR:infopark,NONE,-,False,True,20937,0,0,0,0,True,https://www.orestestech.com/,,Kochi
125,10,Aspire Systems Digital Private Limited,aspiresys.com,ITDIR:infopark,DOMAIN_ONLY,wayback,False,False,10744,0,0,0,0,True,https://www.aspiresys.com:443/,,Kochi
126,10,Applied Payments Technology Pvt Ltd.,appliedpaymentstech.com,ITDIR:infopark,DOMAIN_ONLY,wayback,False,False,7972,0,0,0,0,True,https://appliedpaymentstech.com,,Kochi
127,10,BIMEX Engineers,bimexeng.com,ITDIR:infopark,DOMAIN_ONLY,wayback,False,False,6451,0,0,0,0,True,https://bimexeng.com,,Kochi
128,10,Apro IT Solutions Pvt Ltd,aproitsolutions.com,ITDIR:infopark,DOMAIN_ONLY,wayback,False,False,5187,0,0,0,0,True,https://aproitsolutions.com,,Kochi
129,10,Incede Technologies Pvt Ltd,incedetech.ai,ITDIR:infopark,NONE,-,False,True,3581,0,0,1,0,False,https://incedetech.ai,,Kochi
130,5,Greenworld International Enterprise Private Limited,greenworldin.in,ITDIR:infopark,NONE,-,False,False,19984,0,0,0,0,True,https://greenworldin.in,,Kochi
131,5,VVDN Technologies Pvt Ltd,vvdntech.com,ITDIR:infopark,NONE,-,False,True,19552,0,0,0,0,True,https://www.vvdntech.com/,,Kochi
132,5,MarketBytes WebWorks Private Limited,marketbytes.in,ITDIR:infopark,NONE,-,False,False,18969,0,0,0,0,True,https://www.marketbytes.in/,,Kochi
133,5,Focal ME Design Solutions Pvt Ltd,focalpm.com,ITDIR:infopark,NONE,-,False,False,15370,0,0,0,0,True,https://www.focalpm.com/,,Kochi
134,5,KL Koncepts Lab Media and IT Park,konceptslab.com,ITDIR:infopark,NONE,-,False,False,13744,0,0,0,0,True,https://konceptslab.com,,Kochi
135,5,Techversant Infotech Pvt Ltd,techversantinfotech.com,ITDIR:infopark,NONE,-,False,False,10113,0,0,0,0,True,https://techversantinfotech.com,,Kochi
136,5,Tech Gazebo Solutions Private Limited,techgazebos.com,ITDIR:sida,NONE,-,False,True,9220,0,0,0,0,True,https://techgazebos.com,,Madurai
137,5,TouchWorld Technology,touchworldtech.com,ITDIR:infopark,SOURCE_ONLY,copyright,False,True,9053,0,0,0,0,True,https://touchworldtech.com,,Kochi
138,5,Zellis HR India Pvt.Ltd.,zellis.com,ITDIR:infopark,NONE,-,False,False,8792,0,0,0,0,True,https://www.zellis.com/,,Kochi
139,5,Regent Global Services (India) Pvt.Ltd.,rgsin.com,ITDIR:infopark,NONE,-,False,True,8778,0,0,0,0,True,https://rgsin.com,,Kochi
