deal_id,dealname,pipeline,pipeline_label,dealstage,stage_label,stage_order,stage_probability,is_closed_won,is_dead,owner_id,owner_name,lead_source,loc,pr_count,loc_per_pr,tier1_ratio_ok,num_repos,num_projects,amount,createdate_ist,create_day,create_week,closedate_ist,close_day,close_week,days_to_close_calc,n_stage_moves,n_human_moves,max_stage_order_reached,max_stage_label_reached,first_human_move_day,last_move_day,n_notes,n_tasks,n_contacts,n_companies,ai_lifecycle_stage,amount_in_home_currency,calendly_link_sent,call_attempt_count,call_notes,call_outcome,callback_datetime,closed_lost_reason,closed_won_reason,cost,data_delivery_timeline,dataset_customization_required,days_to_close,deal_currency_code,deal_value_range,dealtype,description,distress_flags,distress_reasons,distress_score,distress_tier,email_version_sent,engagements_last_meeting_booked,engagements_last_meeting_booked_campaign,engagements_last_meeting_booked_medium,engagements_last_meeting_booked_source,flag_deadpooled,flag_funding_aging,flag_funding_stale,flag_layoff_or_shutdown,flag_negative_profit,flag_no_revenue,flag_tiny_headcount,flag_website_dead,followup_date,funding_status,gmeet1_date,gmeet1_link,gmeet1_outcome,hs_actual_duration,hs_acv,hs_all_accessible_team_ids,hs_all_assigned_business_unit_ids,hs_all_collaborator_owner_ids,hs_all_deal_split_owner_ids,hs_all_owner_ids,hs_all_team_ids,hs_analytics_latest_source,hs_analytics_latest_source_company,hs_analytics_latest_source_contact,hs_analytics_latest_source_data_1,hs_analytics_latest_source_data_1_company,hs_analytics_latest_source_data_1_contact,hs_analytics_latest_source_data_2,hs_analytics_latest_source_data_2_company,hs_analytics_latest_source_data_2_contact,hs_analytics_latest_source_timestamp,hs_analytics_latest_source_timestamp_company,hs_analytics_latest_source_timestamp_contact,hs_analytics_source,hs_analytics_source_data_1,hs_analytics_source_data_2,hs_arr,hs_associated_deal_registration_deal_type,hs_associated_deal_registration_product_interests,hs_attributed_team_ids,hs_average_call_duration,hs_average_deal_owner_duration_in_current_stage,hs_campaign,hs_closed_amount,hs_closed_amount_in_home_currency,hs_closed_deal_close_date,hs_closed_deal_create_date,hs_closed_won_count,hs_closed_won_date,hs_created_by_user_id,hs_createdate,hs_cross_account_note,hs_cross_sell_opportunity,hs_days_to_close_raw,hs_deal_amount_calculation_preference,hs_deal_registration_mrr,hs_deal_registration_mrr_currency_code,hs_deal_score,hs_deal_stage_probability,hs_deal_stage_probability_shadow,hs_exchange_rate,hs_forecast_amount,hs_forecast_probability,hs_form_id,hs_has_empty_conditional_stage_properties,hs_has_last_conversation_follow_ups,hs_has_last_meeting_followups,hs_is_active_shared_deal,hs_is_closed,hs_is_closed_count,hs_is_closed_lost,hs_is_closed_won,hs_is_deal_split,hs_is_in_first_deal_stage,hs_is_open_count,hs_is_stalled,hs_is_stalled_after_timestamp,hs_last_call_id_with_followups,hs_last_conversation_with_followups_object_coordinates,hs_last_email_with_followups_object_coordinates,hs_last_gs_shared_message,hs_last_meeting_id_with_followups,hs_last_partner_shared_message_date,hs_last_shared_message_create_date,hs_lastmodifieddate,hs_latest_approval_status,hs_latest_approval_status_approval_id,hs_latest_marketing_email_click_date,hs_latest_marketing_email_open_date,hs_latest_marketing_email_reply_date,hs_latest_meeting_activity,hs_latest_sales_email_click_date,hs_latest_sales_email_open_date,hs_latest_sales_email_reply_date,hs_likelihood_to_close,hs_line_item_global_term_hs_discount_percentage,hs_line_item_global_term_hs_discount_percentage_enabled,hs_line_item_global_term_hs_recurring_billing_period,hs_line_item_global_term_hs_recurring_billing_period_enabled,hs_line_item_global_term_hs_recurring_billing_start_date,hs_line_item_global_term_hs_recurring_billing_start_date_enabled,hs_line_item_global_term_recurringbillingfrequency,hs_line_item_global_term_recurringbillingfrequency_enabled,hs_manual_campaign_ids,hs_manual_forecast_category,hs_merged_object_ids,hs_mrr,hs_net_pipeline_impact,hs_next_meeting_id,hs_next_meeting_name,hs_next_meeting_start_time,hs_next_step,hs_next_step_updated_at,hs_notes_last_activity,hs_notes_next_activity,hs_notes_next_activity_type,hs_num_associated_active_deal_registrations,hs_num_associated_deal_registrations,hs_num_associated_deal_splits,hs_num_of_associated_line_items,hs_num_target_accounts,hs_number_of_call_engagements,hs_number_of_inbound_calls,hs_number_of_outbound_calls,hs_number_of_overdue_tasks,hs_number_of_scheduled_meetings,hs_object_id,hs_object_source,hs_object_source_detail_1,hs_object_source_detail_2,hs_object_source_detail_3,hs_object_source_id,hs_object_source_label,hs_object_source_user_id,hs_open_amount_in_home_currency,hs_open_deal_create_date,hs_owning_teams,hs_partner_tech_win,hs_pinned_engagement_id,hs_predicted_amount,hs_predicted_amount_in_home_currency,hs_primary_associated_company,hs_primary_quote_data_updated_at,hs_priority,hs_projected_amount,hs_projected_amount_in_home_currency,hs_read_only,hs_sales_email_last_replied,hs_shared_team_ids,hs_shared_user_ids,hs_source_object_id,hs_submission_idempotent_id,hs_synced_deal_owner_name_and_email,hs_tag_ids,hs_tcv,hs_unique_creation_key,hs_updated_by_user_id,hs_user_ids_of_all_notification_followers,hs_user_ids_of_all_notification_recipients,hs_user_ids_of_all_notification_unfollowers,hs_user_ids_of_all_owners,hs_v2_time_in_current_stage,hs_was_imported,hs_weighted_pipeline_in_company_currency,hubspot_owner_assigneddate,hubspot_team_id,lh2_distress_key,lh2_domain,linkedin_url,metadata_link,needs_number_lookup,negotiation_notes,notes_last_contacted,notes_last_updated,notes_next_activity_date,num_associated_contacts,num_contacted_notes,num_notes,number_of_datasets,outflo_connected_at,outflo_replied_at,outflo_request_sent,pipeline_source,poc,scraped_type,script_link,script_output_link,script_status,source_tab,hs_v2_date_entered_current_stage
339342989014,PokerDangal,default,Scraped,4104051404,No Pickup,1,0.12,False,False,96573782,Yuktha Anand,Tracxn Sheet ( Startups ),,,,,,,,2026-07-30 12:09:10,2026-07-30,2026-07-27,,,,,3,1,100,Call Attempted (retired),2026-08-03,2026-08-05,1,1,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96573782,,OFFLINE,OFFLINE,OFFLINE,INTEGRATION,INTEGRATION,INTEGRATION,46387095,46387095,46387095,2026-07-30T06:39:00Z,2026-07-30T06:39:00Z,2026-07-30T06:39:00Z,OFFLINE,INTEGRATION,46387095,,,,,,,,0,0,0,0,0,,,2026-07-30T06:39:10.414Z,,,0,,,,,0.11999999999999999555910790149937383830547332763671875,0.11999999999999999555910790149937383830547332763671875,,,,,,false,false,,false,0,false,false,false,false,1,false,,,,,,,,,2026-08-06T03:04:30.880Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-27-387904426716,,,0,0,0,0,0,0,0,0,1,,339342989014,INTEGRATION,LH2 Tracxn sheet pipeline sync,,,46387095,INTEGRATION,,,1785393550414,,,,,,337379881693,,,,,,,,,,,,,,,96573782,,96573782,,96573782,2026-08-05T14:55:17.672Z,,,2026-08-03T10:29:05.684Z,,,pokerdangal.com,https://www.linkedin.com/in/varun-mahna-3a81037a,,,,,2026-08-04T05:30:00Z,,1,,2,,,,,,96573782,Distressed startups,,,,,2026-08-05T14:55:17.672Z
339274695386,Suventure Services Pvt Ltd,default,Scraped,3992480465,Interested,2,0.2,False,False,166420402,,Scraping Algo ( IT services ),,,,,,,,2026-07-30 11:59:14,2026-07-30,2026-07-27,,,,,2,1,2,Interested,2026-07-30,2026-07-30,1,0,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166420402,,OFFLINE,OFFLINE,OFFLINE,INTEGRATION,INTEGRATION,INTEGRATION,46387095,46387095,46387095,2026-07-30T06:29:00Z,2026-07-30T06:29:00Z,2026-07-30T06:29:00Z,OFFLINE,INTEGRATION,46387095,,,,,,,,0,0,0,0,0,,,2026-07-30T06:29:14.078Z,,,0,,,,,0.200000000000000011102230246251565404236316680908203125,0.200000000000000011102230246251565404236316680908203125,,,,,,false,false,,false,0,false,false,false,false,1,false,,,,,,,,,2026-08-06T03:04:30.880Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-46-387247914739,,,0,0,0,0,0,0,0,0,0,,339274695386,INTEGRATION,LH2 Tracxn sheet pipeline sync,,,46387095,INTEGRATION,,,1785392954078,,,,,,337292898040,,,,,,,,,,,,,,,166420402,,166420402,,166420402,2026-07-30T08:25:49.763Z,,,2026-07-30T06:29:14.078Z,,,suventure.in,https://www.linkedin.com/in/harsha-jayaramaiah-5322347,,,,,2026-07-30T08:25:58.363Z,,1,,1,,,,,,166420402,ITservices,,,,,2026-07-30T08:25:49.763Z
339219974890,eQuest Solutions,default,Scraped,4104051404,No Pickup,1,0.12,False,False,166420402,,Scraping Algo ( IT services ),,,,,,,,2026-07-30 12:00:38,2026-07-30,2026-07-27,,,,,3,1,100,Call Attempted (retired),2026-07-30,2026-08-05,1,0,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166420402,,OFFLINE,OFFLINE,OFFLINE,INTEGRATION,INTEGRATION,INTEGRATION,46387095,46387095,46387095,2026-07-30T06:30:00Z,2026-07-30T06:30:00Z,2026-07-30T06:30:00Z,OFFLINE,INTEGRATION,46387095,,,,,,,,0,0,0,0,0,,,2026-07-30T06:30:38.088Z,,,0,,,,,0.11999999999999999555910790149937383830547332763671875,0.11999999999999999555910790149937383830547332763671875,,,,,,false,false,,false,0,false,false,false,false,1,false,,,,,,,,,2026-08-06T03:04:30.880Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-46-387239747299,,,0,0,0,0,0,0,0,0,0,,339219974890,INTEGRATION,LH2 Tracxn sheet pipeline sync,,,46387095,INTEGRATION,,,1785393038088,,,,,,337301460708,,,,,,,,,,,,,,,166420402,,166420402,,166420402,2026-08-05T14:55:17.672Z,,,2026-07-30T06:30:38.088Z,,,equestsolutions.net,https://www.linkedin.com/in/parth-kapadia-ceo,,,,,2026-07-30T07:06:59.362Z,,1,,1,,,,,,166420402,ITservices,,,,,2026-08-05T14:55:17.672Z
339191432902,Fegno Technologies,default,Scraped,4104051404,No Pickup,1,0.12,False,False,166420402,,Private Codebase Tracker sheet ( IT services ),,,,,,,,2026-07-30 14:12:46,2026-07-30,2026-07-27,,,,,3,1,100,Call Attempted (retired),2026-07-30,2026-08-05,0,0,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166420402,,OFFLINE,OFFLINE,OFFLINE,INTEGRATION,INTEGRATION,INTEGRATION,46387095,46387095,46387095,2026-07-30T08:42:00Z,2026-07-30T08:42:00Z,2026-07-30T08:42:00Z,OFFLINE,INTEGRATION,46387095,,,,,,,,0,0,0,0,0,,,2026-07-30T08:42:46.325Z,,,0,,,,,0.11999999999999999555910790149937383830547332763671875,0.11999999999999999555910790149937383830547332763671875,,,,,,false,false,,false,0,false,false,false,false,1,false,,,,,,,,,2026-08-06T03:04:31.993Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,339191432902,INTEGRATION,LH2 Tracxn sheet pipeline sync,,,46387095,INTEGRATION,,,1785400966325,,,,,,337405246161,,,,,,,,,,,,,,,166420402,,166420402,,166420402,2026-08-05T14:55:17.672Z,,,2026-07-30T08:42:46.325Z,,,fegno.com,https://www.linkedin.com/in/anoop-mv-a609b813a,,,,,,,1,,0,,,,,,166420402,ITservices,,,,,2026-08-05T14:55:17.672Z
339276633843,Code Calibre,default,Scraped,4036687547,Dead/ColdCall/WrongFit,14,0.0,False,True,166420402,,Scraping Algo ( IT services ),,,,,,,,2026-07-30 14:10:35,2026-07-30,2026-07-27,2026-07-31 12:48:08,2026-07-31,2026-07-27,1,2,1,14,Dead/ColdCall/WrongFit,2026-07-31,2026-07-31,1,0,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,81453323,,,,,,166420402,,OFFLINE,OFFLINE,OFFLINE,INTEGRATION,INTEGRATION,INTEGRATION,46387095,46387095,46387095,2026-07-30T08:40:00Z,2026-07-30T08:40:00Z,2026-07-30T08:40:00Z,OFFLINE,INTEGRATION,46387095,,,,,,,,0,0,1785482288533,1785400835210,0,,,2026-07-30T08:40:35.210Z,,,0.942747,,,,,0,0,,,,,,false,false,,true,1,true,false,false,false,0,false,,,,,,,,,2026-08-06T03:04:31.993Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-46-387486815974,,,0,0,0,0,0,0,0,0,0,,339276633843,INTEGRATION,LH2 Tracxn sheet pipeline sync,,,46387095,INTEGRATION,,0,0,,,,,,337405204211,,,,,,,,,,,,,,,166420402,,166420402,,166420402,2026-07-31T07:18:08.533Z,,0,2026-07-30T08:40:35.210Z,,,codecalibre.com,https://www.linkedin.com/in/tomar-saurabh-057,,,,,2026-07-31T07:18:13.451Z,,1,,1,,,,,,166420402,ITservices,,,,,2026-07-31T07:18:08.533Z
339370139329,Ackrolix innovations,default,Scraped,4104051404,No Pickup,1,0.12,False,False,166420402,,Scraping Algo ( IT services ),,,,,,,,2026-07-30 14:12:05,2026-07-30,2026-07-27,2026-07-30 17:33:32,2026-07-30,2026-07-27,0,4,2,100,Call Attempted (retired),2026-07-30,2026-08-05,1,0,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12087675,,,,,,166420402,,OFFLINE,OFFLINE,OFFLINE,INTEGRATION,INTEGRATION,INTEGRATION,46387095,46387095,46387095,2026-07-30T08:42:00Z,2026-07-30T08:42:00Z,2026-07-30T08:42:00Z,OFFLINE,INTEGRATION,46387095,,,,,,,,0,0,0,0,0,,,2026-07-30T08:42:05.059Z,,,0.139904,,,,,0.11999999999999999555910790149937383830547332763671875,0.11999999999999999555910790149937383830547332763671875,,,,,,false,false,,false,0,false,false,false,false,1,false,,,,,,,,,2026-08-06T03:04:31.993Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-46-387286904565,,,0,0,0,0,0,0,0,0,0,,339370139329,INTEGRATION,LH2 Tracxn sheet pipeline sync,,,46387095,INTEGRATION,,,1785400925059,,,,,,337380352700,,,,,,,,,,,,69077676,,,166420402,,166420402,,166420402,2026-08-05T14:55:17.672Z,,,2026-07-30T08:42:05.059Z,,,ackrolix.com,https://www.linkedin.com/in/viveka-mandal,,,,,2026-07-30T12:04:25.733Z,,1,,1,,,,,,166420402,ITservices,,,,,2026-08-05T14:55:17.672Z
339278206672,Tiny Mighty,default,Scraped,4036687547,Dead/ColdCall/WrongFit,14,0.0,False,True,96573782,Yuktha Anand,Tracxn Sheet ( Startups ),,,,,,,,2026-07-30 12:11:19,2026-07-30,2026-07-27,2026-08-17 14:18:47,2026-08-17,2026-08-17,18,2,1,14,Dead/ColdCall/WrongFit,2026-08-17,2026-08-17,1,0,1,1,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,1562848144,,,,,,96573782,,OFFLINE,OFFLINE,OFFLINE,INTEGRATION,INTEGRATION,INTEGRATION,46387095,46387095,46387095,2026-07-30T06:41:00Z,2026-07-30T06:41:00Z,2026-07-30T06:41:00Z,OFFLINE,INTEGRATION,46387095,,,,,,,,0,0,1786956527338,1785393679194,0,,,2026-07-30T06:41:19.194Z,,,18.08852,,,,,0,0,,,,,,false,false,,true,1,true,false,false,false,0,false,,,,,,,,,2026-08-17T08:48:55.110Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-46-391638784705,,,0,0,0,0,0,0,0,0,0,,339278206672,INTEGRATION,LH2 Tracxn sheet pipeline sync,,,46387095,INTEGRATION,,0,0,,,,,,337273249473,,,,,,,,,,,,,,,96573782,,96573782,,96573782,2026-08-17T08:48:47.338Z,,0,2026-08-17T05:41:49.961Z,,,tinymighty.in,,,,,,2026-08-17T08:48:52.494Z,,1,,1,,,,,,96573782,Distressed startups,,,,,2026-08-17T08:48:47.338Z
339283511007,GFN D'selva Infotech Pvt. Ltd.,default,Scraped,4036687547,Dead/ColdCall/WrongFit,14,0.0,False,True,166420402,,Private Codebase Tracker sheet ( IT services ),,,,,,,,2026-07-30 14:11:17,2026-07-30,2026-07-27,2026-07-31 12:16:27,2026-07-31,2026-07-27,1,4,3,100,Call Attempted (retired),2026-07-31,2026-08-03,0,0,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,79510333,,,,,,166420402,,OFFLINE,OFFLINE,OFFLINE,INTEGRATION,INTEGRATION,INTEGRATION,46387095,46387095,46387095,2026-07-30T08:41:00Z,2026-07-30T08:41:00Z,2026-07-30T08:41:00Z,OFFLINE,INTEGRATION,46387095,,,,,,,,0,0,1785480387371,1785400877038,0,,,2026-07-30T08:41:17.038Z,,,0.920258,,,,,0,0,,,,,,false,false,,true,1,true,false,false,false,0,false,,,,,,,,,2026-08-06T03:04:31.993Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,339283511007,INTEGRATION,LH2 Tracxn sheet pipeline sync,,,46387095,INTEGRATION,,0,0,,,,,,337380403906,,,,,,,,,,,,,,,166420402,,166420402,,166420402,2026-08-03T10:50:25.009Z,,0,2026-07-30T08:41:17.038Z,,,dselva.co.in,https://www.linkedin.com/in/aniruddh-singh-chauhan-72a51213,,,,,,,1,,0,,,,,,166420402,ITservices,,,,,2026-08-03T10:50:25.009Z
339221920449,Bafflesol Technologies,default,Scraped,4036687547,Dead/ColdCall/WrongFit,14,0.0,False,True,166420402,,Scraping Algo ( IT services ),,,,,,,,2026-07-30 14:11:33,2026-07-30,2026-07-27,2026-07-31 11:56:32,2026-07-31,2026-07-27,1,2,1,14,Dead/ColdCall/WrongFit,2026-07-31,2026-07-31,0,0,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,78298510,,,,,,166420402,,OFFLINE,OFFLINE,OFFLINE,INTEGRATION,INTEGRATION,INTEGRATION,46387095,46387095,46387095,2026-07-30T08:41:00Z,2026-07-30T08:41:00Z,2026-07-30T08:41:00Z,OFFLINE,INTEGRATION,46387095,,,,,,,,0,0,1785479192053,1785400893543,0,,,2026-07-30T08:41:33.543Z,,,0.906233,,,,,0,0,,,,,,false,false,,true,1,true,false,false,false,0,false,,,,,,,,,2026-08-06T03:04:31.993Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,339221920449,INTEGRATION,LH2 Tracxn sheet pipeline sync,,,46387095,INTEGRATION,,0,0,,,,,,337377999550,,,,,,,,,,,,,,,166420402,,166420402,,166420402,2026-07-31T06:26:32.053Z,,0,2026-07-30T08:41:33.543Z,,,bafflesol.com,https://www.linkedin.com/in/shuchisingla,,,,,,,1,,0,,,,,,166420402,ITservices,,,,,2026-07-31T06:26:32.053Z
339202215638,BOL7 TECHNOLOGIES PRIVATE LIMITED,default,Scraped,4036687547,Dead/ColdCall/WrongFit,14,0.0,False,True,166420402,,Scraping Algo ( IT services ),,,,,,,,2026-07-30 14:11:11,2026-07-30,2026-07-27,2026-07-30 18:24:09,2026-07-30,2026-07-27,0,2,1,14,Dead/ColdCall/WrongFit,2026-07-30,2026-07-30,0,0,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15178232,,,,,,166420402,,OFFLINE,OFFLINE,OFFLINE,INTEGRATION,INTEGRATION,INTEGRATION,46387095,46387095,46387095,2026-07-30T08:41:00Z,2026-07-30T08:41:00Z,2026-07-30T08:41:00Z,OFFLINE,INTEGRATION,46387095,,,,,,,,0,0,1785416049653,1785400871421,0,,,2026-07-30T08:41:11.421Z,,,0.175674,,,,,0,0,,,,,,false,false,,true,1,true,false,false,false,0,false,,,,,,,,,2026-08-06T03:04:31.993Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,339202215638,INTEGRATION,LH2 Tracxn sheet pipeline sync,,,46387095,INTEGRATION,,0,0,,,,,,337405222633,,,,,,,,,,,,,,,166420402,,166420402,,166420402,2026-07-30T12:54:09.653Z,,0,2026-07-30T08:41:11.421Z,,,bol7.com,https://www.linkedin.com/in/hemant-gupta-80391449,,,,,,,1,,0,,,,,,166420402,ITservices,,,,,2026-07-30T12:54:09.653Z
339230918335,Aura BPO Services,default,Scraped,4036687547,Dead/ColdCall/WrongFit,14,0.0,False,True,166420402,,Scraping Algo ( IT services ),,,,,,,,2026-07-30 14:12:25,2026-07-30,2026-07-27,2026-07-30 17:06:52,2026-07-30,2026-07-27,0,2,1,14,Dead/ColdCall/WrongFit,2026-07-30,2026-07-30,0,0,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10467074,,,,,,166420402,,OFFLINE,OFFLINE,OFFLINE,INTEGRATION,INTEGRATION,INTEGRATION,46387095,46387095,46387095,2026-07-30T08:42:00Z,2026-07-30T08:42:00Z,2026-07-30T08:42:00Z,OFFLINE,INTEGRATION,46387095,,,,,,,,0,0,1785411412400,1785400945326,0,,,2026-07-30T08:42:25.326Z,,,0.121147,,,,,0,0,,,,,,false,false,,true,1,true,false,false,false,0,false,,,,,,,,,2026-08-06T03:04:31.993Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,339230918335,INTEGRATION,LH2 Tracxn sheet pipeline sync,,,46387095,INTEGRATION,,0,0,,,,,,337273281259,,,,,,,,,,,,,,,166420402,,166420402,,166420402,2026-07-30T11:36:52.400Z,,0,2026-07-30T08:42:25.326Z,,,aurabpo.com,https://www.linkedin.com/in/ramji-chandran-449b5277,,,,,,,1,,0,,,,,,166420402,ITservices,,,,,2026-07-30T11:36:52.400Z
339191432899,Celexsa Technologies Private Limited,default,Scraped,3992480465,Interested,2,0.2,False,False,166420402,,Scraping Algo ( IT services ),,,,,,,,2026-07-30 14:12:20,2026-07-30,2026-07-27,,,,,3,2,100,Call Attempted (retired),2026-07-30,2026-07-30,2,0,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166420402,,OFFLINE,OFFLINE,OFFLINE,INTEGRATION,INTEGRATION,INTEGRATION,46387095,46387095,46387095,2026-07-30T08:42:00Z,2026-07-30T08:42:00Z,2026-07-30T08:42:00Z,OFFLINE,INTEGRATION,46387095,,,,,,,,0,0,0,0,0,,,2026-07-30T08:42:20.299Z,,,0,,,,,0.200000000000000011102230246251565404236316680908203125,0.200000000000000011102230246251565404236316680908203125,,,,,,false,false,,false,0,false,false,false,false,1,false,,,,,,,,,2026-08-06T03:04:31.993Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-46-388289452742,,,0,0,0,0,0,0,0,0,0,,339191432899,INTEGRATION,LH2 Tracxn sheet pipeline sync,,,46387095,INTEGRATION,,,1785400940299,,,,,,337301494518,,,,,,,,,,,,,,,166420402,,166420402,,166420402,2026-07-30T11:44:19.768Z,,,2026-07-30T08:42:20.299Z,,,celexsa.com,https://www.linkedin.com/in/indianesj,,,,,2026-08-04T07:53:59.645Z,,1,,2,,,,,,166420402,ITservices,,,,,2026-07-30T11:44:19.768Z
339344985806,Dark Bears,default,Scraped,4036687547,Dead/ColdCall/WrongFit,14,0.0,False,True,166420402,,Scraping Algo ( IT services ),,,,,,,,2026-07-30 14:09:52,2026-07-30,2026-07-27,2026-07-31 16:03:34,2026-07-31,2026-07-27,1,2,1,14,Dead/ColdCall/WrongFit,2026-07-31,2026-07-31,0,0,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,93221425,,,,,,166420402,,OFFLINE,OFFLINE,OFFLINE,INTEGRATION,INTEGRATION,INTEGRATION,46387095,46387095,46387095,2026-07-30T08:39:00Z,2026-07-30T08:39:00Z,2026-07-30T08:39:00Z,OFFLINE,INTEGRATION,46387095,,,,,,,,0,0,1785494014312,1785400792887,0,,,2026-07-30T08:39:52.887Z,,,1.078952,,,,,0,0,,,,,,false,false,,true,1,true,false,false,false,0,false,,,,,,,,,2026-08-06T03:04:31.993Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,339344985806,INTEGRATION,LH2 Tracxn sheet pipeline sync,,,46387095,INTEGRATION,,0,0,,,,,,337269730012,,,,,,,,,,,,,,,166420402,,166420402,,166420402,2026-07-31T10:33:34.312Z,,0,2026-07-30T08:39:52.887Z,,,darkbears.com,https://www.linkedin.com/in/sonalikadam,,,,,,,1,,0,,,,,,166420402,ITservices,,,,,2026-07-31T10:33:34.312Z
339191431894,BHARAT SYNC TECHNOLOGIES (P) LTD,default,Scraped,4036687547,Dead/ColdCall/WrongFit,14,0.0,False,True,166420402,,Scraping Algo ( IT services ),,,,,,,,2026-07-30 14:10:19,2026-07-30,2026-07-27,2026-07-31 13:57:23,2026-07-31,2026-07-27,1,2,1,14,Dead/ColdCall/WrongFit,2026-07-31,2026-07-31,1,0,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,85623446,,,,,,166420402,,OFFLINE,OFFLINE,OFFLINE,INTEGRATION,INTEGRATION,INTEGRATION,46387095,46387095,46387095,2026-07-30T08:40:00Z,2026-07-30T08:40:00Z,2026-07-30T08:40:00Z,OFFLINE,INTEGRATION,46387095,,,,,,,,0,0,1785486443278,1785400819832,0,,,2026-07-30T08:40:19.832Z,,,0.991012,,,,,0,0,,,,,,false,false,,true,1,true,false,false,false,0,false,,,,,,,,,2026-08-06T03:04:31.993Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-46-387486869219,,,0,0,0,0,0,0,0,0,0,,339191431894,INTEGRATION,LH2 Tracxn sheet pipeline sync,,,46387095,INTEGRATION,,0,0,,,,,,337395835593,,,,,,,,,,,,,,,166420402,,166420402,,166420402,2026-07-31T08:27:23.278Z,,0,2026-07-30T08:40:19.832Z,,,bharatsync.com,https://www.linkedin.com/in/nitinwalia,,,,,2026-07-31T08:27:28.410Z,,1,,1,,,,,,166420402,ITservices,,,,,2026-07-31T08:27:23.278Z
339390782156,CraftedQ,default,Scraped,4036632310,Dead/ColdCall/Not Interested,13,0.0,False,True,166420402,,Scraping Algo ( IT services ),,,,,,,,2026-07-30 14:11:22,2026-07-30,2026-07-27,2026-07-31 12:21:10,2026-07-31,2026-07-27,1,3,2,100,Call Attempted (retired),2026-07-31,2026-07-31,0,0,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,79787903,,,,,,166420402,,OFFLINE,OFFLINE,OFFLINE,INTEGRATION,INTEGRATION,INTEGRATION,46387095,46387095,46387095,2026-07-30T08:41:00Z,2026-07-30T08:41:00Z,2026-07-30T08:41:00Z,OFFLINE,INTEGRATION,46387095,,,,,,,,0,0,1785480670489,1785400882586,0,,,2026-07-30T08:41:22.586Z,,,0.923471,,,,,0,0,,,,,,false,false,,true,1,true,false,false,false,0,false,,,,,,,,,2026-08-06T03:04:31.993Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,339390782156,INTEGRATION,LH2 Tracxn sheet pipeline sync,,,46387095,INTEGRATION,,0,0,,,,,,337401414354,,,,,,,,,,,,,,,166420402,,166420402,,166420402,2026-07-31T06:51:10.489Z,,0,2026-07-30T08:41:22.586Z,,,craftedq.com,https://www.linkedin.com/in/pragati-srivastava-04481aa,,,,,,,1,,0,,,,,,166420402,ITservices,,,,,2026-07-31T06:51:10.489Z
