id,dealname,lh2_domain,lead_source,pipeline,dealstage,hubspot_owner_id,description,createdate,poc,scraped_type,source_tab,pipeline_source,distress_tier,distress_score,num_repos,num_projects
342546251454,Spysr,spysr.in,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://spysr.in | City: Delhi, India | prequal rank 41 score 95 | MCA director (verify on LinkedIn): Pinky Devi",2026-08-17T07:59:44.531Z,96574824,,founder_hunt,,,,,
342472808127,Vivanta Technologies,vivantatechnologies.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://vivantatechnologies.com | City: Bengaluru, India | prequal rank 55 score 90 | MCA director (verify on LinkedIn): Puneet Singh",2026-08-17T07:59:58.316Z,96574824,,founder_hunt,,,,,
342570840805,Leadstocompany,leadstocompany.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://leadstocompany.com | City: Kolkata, India | prequal rank 34 score 95 | no registry name — research from scratch",2026-08-17T07:59:40.289Z,96573782,,founder_hunt,,,,,
342409608949,Tech2Globe Web Solutions LLP,tech2globe.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://tech2globe.com | City: Noida, India | prequal rank 123 score 80 | MCA director (verify on LinkedIn): Jatinder Kaur Sethi",2026-08-17T08:01:32.124Z,96573782,,founder_hunt,,,,,
342511748838,Xanthus Innovations,xanthus.in,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://xanthus.in | City: Mumbai, India | prequal rank 74 score 85 | MCA director (verify on LinkedIn): Ravindra Ramacharlu Manohar",2026-08-17T08:00:20.948Z,96573782,,founder_hunt,,,,,
342439474934,Triveni Global Software Services LLP,triveniglobalsoft.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://triveniglobalsoft.com | City: Surat, India | prequal rank 31 score 95 | MCA director (verify on LinkedIn): Jatin Kiritkumar Tamakuwala",2026-08-17T07:59:35.848Z,96574824,,founder_hunt,,,,,
342420121288,i-Verve Inc,i-verve.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://i-verve.com | City: Ahmedabad, India | prequal rank 76 score 85 | MCA director (verify on LinkedIn): Mohammedbilal Mumtazali Momin",2026-08-17T08:00:24.338Z,96573782,,founder_hunt,,,,,
342459953885,Teksolto Softwares,teksolto.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://teksolto.com | City: Pune, India | prequal rank 61 score 90 | MCA director (verify on LinkedIn): Hemant Dnyaneshwar Sandbhor",2026-08-17T08:00:04.724Z,96574824,,founder_hunt,,,,,
342409606881,KritiLabs Technologies Private Limited,kritilabs.com,Founder Search ( IT Services ),default,3992480462,96574824,FIND THE FOUNDER/CEO. Website: https://kritilabs.com | City: Chennai | prequal rank 71 score 85 | MCA director (verify on LinkedIn): Lalgudi Natarajan Rajaram,2026-08-17T08:00:16.070Z,96574824,,founder_hunt,,,,,
342570840802,Orion InfoSolutions,orioninfosolutions.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://orioninfosolutions.com | City: Jaipur, India | prequal rank 20 score 100 | MCA director (verify on LinkedIn): Ritesh Kumar Singh",2026-08-17T07:59:22.836Z,96573782,,founder_hunt,,,,,
342467658440,CodebergIT (Hiring & Tech Partner),codebergit.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://codebergit.com | City: Nagpur, India | prequal rank 109 score 80 | no registry name — research from scratch",2026-08-17T08:01:14.620Z,96573782,,founder_hunt,,,,,
342564101877,GTCSYS,gtcsys.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://gtcsys.com | City: Ahmedabad, India | prequal rank 111 score 80 | MCA director (verify on LinkedIn): Mukesh Devji Lagadhir",2026-08-17T08:01:16.642Z,96573782,,founder_hunt,,,,,
342546251458,Revinfotech Inc,revinfotech.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://revinfotech.com | City: Gurgaon, India | prequal rank 44 score 90 | no registry name — research from scratch",2026-08-17T07:59:48.329Z,96573782,,founder_hunt,,,,,
342501131995,KareXpert Technologies Private LImited,karexpert.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://karexpert.com | City: Gurgaon, India | prequal rank 59 score 90 | no registry name — research from scratch",2026-08-17T08:00:01.469Z,96574824,,founder_hunt,,,,,
342409608945,Arete Softwares,aretesoftwares.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://aretesoftwares.com | City: Delhi, India | prequal rank 119 score 80 | MCA director (verify on LinkedIn): Dhanya Puzhakkal",2026-08-17T08:01:25.040Z,96573782,,founder_hunt,,,,,
342405992136,Techforce Global,techforceglobal.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://techforceglobal.com | City: Ahmedabad, India | prequal rank 1 score 120 | MCA director (verify on LinkedIn): Sadhanand Rajanga",2026-08-17T07:59:00.076Z,96574824,,founder_hunt,,,,,
342409606874,Coder World Labs,coderworldlabs.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://coderworldlabs.com | City: Noida, India | prequal rank 33 score 95 | no registry name — research from scratch",2026-08-17T07:59:38.692Z,96574824,,founder_hunt,,,,,
342409606879,Ankpal Technologies Private Limited,ankpal.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://ankpal.com | City: Ahmedabad, India | prequal rank 62 score 90 | MCA director (verify on LinkedIn): Sanket A Thakkar",2026-08-17T08:00:05.579Z,96573782,,founder_hunt,,,,,
342501131994,Samaritan InfoTech,samaritaninfotech.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://samaritaninfotech.com | City: Indore, India | prequal rank 53 score 90 | no registry name — research from scratch",2026-08-17T07:59:55.782Z,96573782,,founder_hunt,,,,,
342400623341,GMTA Software Solutions,gmtasoftware.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://gmtasoftware.com | City: Jaipur, India | prequal rank 30 score 95 | MCA director (verify on LinkedIn): Shubham Sharma",2026-08-17T07:59:34.591Z,96573782,,founder_hunt,,,,,
342474680028,Intellinet Systems Pvt Ltd,intellinetsystem.com,Founder Search ( IT Services ),default,3992480462,96573782,FIND THE FOUNDER/CEO. Website: https://intellinetsystem.com | City: Gurugram | prequal rank 131 score 80 | MCA director (verify on LinkedIn): Radhey Shyam Gupta,2026-08-17T08:01:42.742Z,96573782,,founder_hunt,,,,,
342459953882,BitCot,bitcot.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://bitcot.com | City: Chennai, India | prequal rank 52 score 90 | no registry name — research from scratch",2026-08-17T07:59:52.962Z,96574824,,founder_hunt,,,,,
342404485857,QServices INC,qservicesit.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://qservicesit.com | City: Mohali, India | prequal rank 70 score 85 | MCA director (verify on LinkedIn): Subhash Chander Wadhawan",2026-08-17T08:00:14.456Z,96573782,,founder_hunt,,,,,
342574408411,Airamatrix Private Limited,airamatrix.com,Founder Search ( IT Services ),default,3992480462,96573782,FIND THE FOUNDER/CEO. Website: https://airamatrix.com | City: Thane | prequal rank 68 score 87 | MCA director (verify on LinkedIn): Shikhar Sharma,2026-08-17T08:00:11.383Z,96573782,,founder_hunt,,,,,
342400623340,Qodequay Technologies,qodequay.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://qodequay.com | City: Pune, India | prequal rank 15 score 100 | MCA director (verify on LinkedIn): Sunil Bhikaji Mane",2026-08-17T07:59:15.361Z,96574824,,founder_hunt,,,,,
342335641298,HourlyDeveloper.io,hourlydeveloper.io,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://hourlydeveloper.io | City: Ahmedabad, India | prequal rank 75 score 85 | no registry name — research from scratch",2026-08-17T08:00:22.654Z,96574824,,founder_hunt,,,,,
342576213723,Salasar Cyber Solutions,salasarcybersolutions.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://salasarcybersolutions.com | City: Indore, India | prequal rank 127 score 80 | MCA director (verify on LinkedIn): Ankit Sharma",2026-08-17T08:01:37.920Z,96573782,,founder_hunt,,,,,
342511748830,RheinBrucke IT Consulting Pvt Ltd,rheincs.com,Founder Search ( IT Services ),default,3992480462,96574824,FIND THE FOUNDER/CEO. Website: https://rheincs.com | City: Chennai | prequal rank 43 score 90 | MCA director (verify on LinkedIn): Viswanathan Jayanthi,2026-08-17T07:59:47.239Z,96574824,,founder_hunt,,,,,
342564101864,SOFT RADIX TECHNOLOGIES PRIVATE LIMITED,softradix.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://softradix.com | City: Mohali, India | prequal rank 86 score 85 | MCA director (verify on LinkedIn): Sakeena Karamat Mir",2026-08-17T08:00:49.461Z,96573782,,founder_hunt,,,,,
342505049794,Ezytmtechnologies,ezytmtechnologies.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://ezytmtechnologies.com | City: Jaipur, India | prequal rank 83 score 85 | MCA director (verify on LinkedIn): Leeladhar Dhidhariya",2026-08-17T08:00:46.143Z,96573782,,founder_hunt,,,,,
342412903134,Softlabs Group,softlabsgroup.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://softlabsgroup.com | City: Mumbai, India | prequal rank 73 score 85 | no registry name — research from scratch",2026-08-17T08:00:19.080Z,96574824,,founder_hunt,,,,,
342467657462,VARStreet Software (I) Private Limited,varstreetinc.com,Founder Search ( IT Services ),default,3992480462,96573782,FIND THE FOUNDER/CEO. Website: https://varstreetinc.com | City: Pune | prequal rank 57 score 90 | no registry name — research from scratch,2026-08-17T07:59:59.939Z,96573782,,founder_hunt,,,,,
342596461244,Exavibes Services Private Limited,exavibes.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://exavibes.com | City: Mumbai, India | prequal rank 16 score 100 | MCA director (verify on LinkedIn): Meenakshi Dev Prajapati",2026-08-17T07:59:16.733Z,96573782,,founder_hunt,,,,,
342499376846,Asiczen Technologies India Private Limited,asiczen.com,Founder Search ( IT Services ),default,3992480462,96573782,FIND THE FOUNDER/CEO. Website: https://asiczen.com | City: Bhubaneswar | prequal rank 114 score 80 | MCA director (verify on LinkedIn): Rashmiranjan Mohapatra,2026-08-17T08:01:19.278Z,96573782,,founder_hunt,,,,,
342420121337,LogiQuad Solutions Private Limited,logiquad.com,Founder Search ( IT Services ),default,3992480462,96573782,FIND THE FOUNDER/CEO. Website: https://logiquad.com | City: Pune | prequal rank 129 score 80 | no registry name — research from scratch,2026-08-17T08:01:40.339Z,96573782,,founder_hunt,,,,,
342421876418,Rays Techserv Private Limited,raystechserv.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://raystechserv.com | City: Ahmedabad, India | prequal rank 13 score 100 | MCA director (verify on LinkedIn): Hiral Keyur Shah",2026-08-17T07:59:13.718Z,96573782,,founder_hunt,,,,,
342598252260,Techies Infotech,iamtechie.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://iamtechie.com | City: Mohali, India | prequal rank 3 score 115 | no registry name — research from scratch",2026-08-17T07:59:03.137Z,96574824,,founder_hunt,,,,,
342421877443,DEBOX GLOBAL,deboxglobal.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://deboxglobal.com | City: Noida, India | prequal rank 125 score 80 | MCA director (verify on LinkedIn): Ikram Khan",2026-08-17T08:01:34.350Z,96573782,,founder_hunt,,,,,
342505048810,Flipkoins,flipkoins.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://flipkoins.com | City: Bengaluru, India | prequal rank 28 score 95 | no registry name — research from scratch",2026-08-17T07:59:31.978Z,96573782,,founder_hunt,,,,,
342564098766,6DegreesIT,6degreesit.com,Founder Search ( IT Services ),default,3992480462,96573782,"FIND THE FOUNDER/CEO. Website: https://6degreesit.com | City: Indore, India | prequal rank 64 score 90 | MCA director (verify on LinkedIn): Anjali Prakash Chitalkar",2026-08-17T08:00:07.428Z,96573782,,founder_hunt,,,,,
342569050857,Nectarbits Pvt. Ltd.,nectarbits.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://nectarbits.com | City: Ahmedabad, India | prequal rank 130 score 80 | MCA director (verify on LinkedIn): Hetal Patel Himanshubhai",2026-08-17T08:01:41.542Z,96574824,,founder_hunt,,,,,
342596462329,ReapMind Innovations Pvt Ltd,reapmind.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://reapmind.com | City: Bengaluru, India | prequal rank 96 score 85 | MCA director (verify on LinkedIn): Shaikh Aroof Hajimalan",2026-08-17T08:01:00.043Z,96574824,,founder_hunt,,,,,
342564101874,NavTark Solutions Pvt. Ltd.,navtark.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://navtark.com | City: Indore, India | prequal rank 110 score 80 | MCA director (verify on LinkedIn): Vinay Sharma .",2026-08-17T08:01:15.561Z,96574824,,founder_hunt,,,,,
342553274079,Opcito Technologies Private Limited,opcito.com,Founder Search ( IT Services ),default,3992480462,96574824,FIND THE FOUNDER/CEO. Website: https://opcito.com | City: Pune | prequal rank 124 score 80 | MCA director (verify on LinkedIn): Chaitanya Vasudeo Jawale,2026-08-17T08:01:33.235Z,96574824,,founder_hunt,,,,,
342472808148,Zordial Technologies Pvt. Ltd.,zordial.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://zordial.com | City: Jaipur, India | prequal rank 94 score 85 | MCA director (verify on LinkedIn): Hemant Paliwal",2026-08-17T08:00:58.055Z,96574824,,founder_hunt,,,,,
342412903142,Atologist Infotech Pvt Ltd,atologistinfotech.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://atologistinfotech.com | City: Surat, India | prequal rank 91 score 85 | MCA director (verify on LinkedIn): Satishkumar Mansukhlal Sangani",2026-08-17T08:00:55.397Z,96574824,,founder_hunt,,,,,
342456412888,Patoliya Infotech,patoliyainfotech.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://patoliyainfotech.com | City: Surat, India | prequal rank 84 score 85 | MCA director (verify on LinkedIn): Vijaybhai Babubhai Patoliya",2026-08-17T08:00:47.701Z,96574824,,founder_hunt,,,,,
342501133014,Coactive Solutions,coactivesolutions.co.in,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://coactivesolutions.co.in | City: Kolkata, India | prequal rank 120 score 80 | no registry name — research from scratch",2026-08-17T08:01:27.281Z,96574824,,founder_hunt,,,,,
342459953909,CaliberFocus Business Solutions Private Limited,caliberfocus.com,Founder Search ( IT Services ),default,3992480462,96574824,FIND THE FOUNDER/CEO. Website: https://caliberfocus.com | City: Chennai | prequal rank 106 score 80 | no registry name — research from scratch,2026-08-17T08:01:11.431Z,96574824,,founder_hunt,,,,,
342439475907,Zealous System,zealousys.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://zealousys.com | City: Ahmedabad, India | prequal rank 81 score 85 | MCA director (verify on LinkedIn): Datta Manoj Mehta",2026-08-17T08:00:43.231Z,96574824,,founder_hunt,,,,,
342546251495,Qualifyde Technologies Private Limited,qualifyde.com,Founder Search ( IT Services ),default,3992480462,96574824,FIND THE FOUNDER/CEO. Website: https://qualifyde.com | City: Hyderabad | prequal rank 122 score 80 | MCA director (verify on LinkedIn): Shashi Vardhan Reddy Kauravlla,2026-08-17T08:01:30.810Z,96574824,,founder_hunt,,,,,
342420121292,Ark infosoft,arkinfosoft.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://arkinfosoft.com | City: Ahmedabad, India | prequal rank 79 score 85 | MCA director (verify on LinkedIn): Khaja Mohsinuddin Ahmed",2026-08-17T08:00:30.367Z,96574824,,founder_hunt,,,,,
342459954876,Innovator web solution,innovatorwebsolutions.com,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://innovatorwebsolutions.com | City: Mumbai, India | prequal rank 115 score 80 | MCA director (verify on LinkedIn): Hirenkumar Rasiklal Vakhariya",2026-08-17T08:01:20.912Z,96574824,,founder_hunt,,,,,
342399060672,Bynaric Systems Pvt. Ltd.,bynaric.in,Founder Search ( IT Services ),default,3992480462,96574824,"FIND THE FOUNDER/CEO. Website: https://bynaric.in | City: Pune, India | prequal rank 118 score 80 | no registry name — research from scratch",2026-08-17T08:01:22.915Z,96574824,,founder_hunt,,,,,
342497727169,Oasys Cybernetics Private Limited,oasys.co,Founder Search ( IT Services ),default,3992480462,96574824,FIND THE FOUNDER/CEO. Website: https://oasys.co | City: Chennai | prequal rank 126 score 80 | no registry name — research from scratch,2026-08-17T08:01:36.269Z,96574824,,founder_hunt,,,,,
