source,name,city,website,domain,founded_year,size_band,band_label,headcount,headcount_unknown,whale_candidate,staffing_mix,lane_reason
goodfirms,Brilln,"Bengaluru, India",https://www.brilln.com,brilln.com,2022,10-49,10-49,,False,False,False,home:URLError
goodfirms,Claritiz Innovations Private LImited,"Bengaluru, India",http://www.claritiz.com/,claritiz.com,2015,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,PradeepIT Consulting Services Pvt Ltd,"Bengaluru, India",https://pradeepit.com,pradeepit.com,2016,250+,250+,,False,True,False,home:HTTPError
goodfirms,Ijona technologies,"Bengaluru, India",https://ijonaservices.com/,ijonaservices.com,2014,50-249,50-249,,False,False,False,home:URLError
goodfirms,Go2hire,"Bengaluru, India",https://www.Go2hire.com,go2hire.com,2011,50-249,50-249,,False,False,True,home:URLError
goodfirms,QuadLogix Technologies Pvt. Ltd.,"Pune, India",https://www.quadlogix.com/,quadlogix.com,2009,50-249,50-249,,False,False,False,home:URLError
goodfirms,Company Bench,"Pune, India",https://companybench.com/c/home,companybench.com,2020,250+,250+,,False,True,False,home:HTTPError
goodfirms+nasscom,AbhinavDCS,"Pune, India",https://abhinavdcs.com/,abhinavdcs.com,2012,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Austere Systems Pvt Ltd,"Pune, India",http://austeresystems.com,austeresystems.com,2015,50-249,50-249,,False,False,False,home:URLError
goodfirms,WebCogitate Technologies,"Pune, India",http://www.webcogitate.com,webcogitate.com,2018,10-49,10-49,,False,False,False,home:URLError
goodfirms,VPM Technologies Pvt Ltd,"Pune, India",https://www.vpmtech.co/website-design-companies-in-pune.html,vpmtech.co,2012,50-249,50-249,,False,False,False,home:timeout
goodfirms,Zeplinix Technologies,"Pune, India",https://zeplinix.com/,zeplinix.com,2020,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,"Extentia, a Merkle Company","Pune, India",http://www.extentia.com/,extentia.com,1998,250+,250+,,False,True,False,home:URLError
goodfirms,Synthesis World,"Pune, India",http://www.synthesisworld.com,synthesisworld.com,2004,10-49,10-49,,False,False,False,home:URLError
goodfirms,Seven Of Spade Technologies Pvt. Ltd.,"Pune, India",https://www.sevenofspade.com/,sevenofspade.com,2016,10-49,10-49,,False,False,False,home:URLError
goodfirms,Wargstech,"Pune, India",https://wargstech.com,wargstech.com,2018,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Geekyworks,"Pune, India",https://geekyworks.com/,geekyworks.com,2011,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Fintalk Software Labs,"Pune, India",https://fintalklabs.com/,fintalklabs.com,2019,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Sterling Technolabs Private Limited,"Pune, India",http://sterlingtechnolabs.com/,sterlingtechnolabs.com,2019,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Connexis Technology Pvt. Ltd.,"Pune, India",https://www.connexistech.com,connexistech.com,2017,10-49,10-49,,False,False,False,home:URLError
goodfirms,Oxcytech System,"Pune, India",https://oxcytech.com/,oxcytech.com,2005,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Shellcode Solutions,"Pune, India",https://www.shellcode.co.in/,shellcode.co.in,2021,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Senwell Solutions Pvt. Ltd,"Pune, India",https://senwellsys.com/,senwellsys.com,2020,10-49,10-49,,False,False,True,home:URLError
goodfirms,INDIBA BUSINESS SOLUTIONS,"Pune, India",http://www.ibsl-it.com,ibsl-it.com,2017,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,Lipon Technologies,"Pune, India",https://lipontech.com/,lipontech.com,2021,10-49,10-49,,False,False,False,home:HTTPError
goodfirms+nasscom,mTouchlabs PVT LTD,"Hyderabad, India",http://mtouchlabs.com/,mtouchlabs.com,2011,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,TechEFolks,"Hyderabad, India",https://techefolks.com,techefolks.com,2020,10-49,10-49,,False,False,False,home:URLError
goodfirms,Insta9 Innovative Technologies Pvt Ltd,"Hyderabad, India",http://insta9.in/,insta9.in,2013,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Manteio IT solutions,"Hyderabad, India",https://manteio.in/,manteio.in,2018,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,SearchEngineLabs,"Hyderabad, India",http://www.searchenginelabs.in/,searchenginelabs.in,2014,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,RoundCodeBox,"Hyderabad, India",http://www.roundcodebox.com/,roundcodebox.com,,50-249,50-249,,False,False,False,home:timeout
goodfirms,9and9 DigiSoft Insights Private Limited,"Hyderabad, India",https://9and9.com/,9and9.com,,10-49,10-49,,False,False,False,home:timeout
goodfirms,Rational Technologies,"Hyderabad, India",https://www.rationaltechnologies.com,rationaltechnologies.com,2006,50-249,50-249,,False,False,False,home:URLError
goodfirms,Infosprint Technologies,"Hyderabad, India",https://infosprint.com/,infosprint.com,2022,10-49,10-49,,False,False,False,home:URLError
goodfirms,Zyclyx Consulting Services Pvt. Ltd.,"Hyderabad, India",https://www.zyclyx.com/,zyclyx.com,2018,250+,250+,,False,True,False,home:timeout
goodfirms,TechExtensor PVT LTD,"Ahmedabad, India",http://www.techextensor.com,techextensor.com,2015,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,WebClues Infotech,"Ahmedabad, India",http://www.webcluesinfotech.com/,webcluesinfotech.com,2014,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,Tecxar Consultants,"Ahmedabad, India",https://tecxar.io/,tecxar.io,2019,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Digicorp Information Systems Pvt.Ltd,"Ahmedabad, India",http://www.digi-corp.com,digi-corp.com,2004,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,EliteWebHub,"Ahmedabad, India",https://elitewebhub.com/,elitewebhub.com,2022,10-49,10-49,,False,False,False,home:URLError
goodfirms,Sadhi Infotech,"Ahmedabad, India",http://sadhiinfotech.com/,sadhiinfotech.com,2016,10-49,10-49,,False,False,False,home:timeout
goodfirms,iPOP Solution,"Ahmedabad, India",https://www.ipopsolution.com/,ipopsolution.com,2014,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,NorthLogics,"Ahmedabad, India",https://northlogics.tech,northlogics.tech,,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Krishang Technolab,"Ahmedabad, India",https://www.krishangtechnolab.com/,krishangtechnolab.com,2015,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Excellent Webworld,"Ahmedabad, India",http://excellentwebworld.com/,excellentwebworld.com,2011,250+,250+,,False,True,False,home:HTTPError
goodfirms,VNJ INNOVATIONS,"Ahmedabad, India",https://www.vnjinnovations.com,vnjinnovations.com,2017,10-49,10-49,,False,False,False,home:URLError
goodfirms,Virmati Group,"Ahmedabad, India",http://www.virmati.com,virmati.com,1997,50-249,50-249,,False,False,False,home:URLError
goodfirms,iPreside IT Service Private Limited,"Ahmedabad, India",http://www.ipreside.com/,ipreside.com,2016,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,LivBix Technologies,"Ahmedabad, India",https://www.livbix.com/,livbix.com,2019,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Artifex-Online,"Ahmedabad, India",https://www.artifex-online.com/,artifex-online.com,2012,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,DOT Infotech(Digital Ocean Technologies),"Ahmedabad, India",https://www.dotinfo.tech,dotinfo.tech,2017,10-49,10-49,,False,False,True,home:URLError
goodfirms,AIXTOR Technologies,"Ahmedabad, India",https://aixtor.com/,aixtor.com,2017,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Sublime Data Systems,"Ahmedabad, India",https://sublimedatasys.com/,sublimedatasys.com,,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,The Gateway Corp,"Ahmedabad, India",https://thegatewaycorp.com/,thegatewaycorp.com,1997,250+,250+,,False,True,False,home:HTTPError
goodfirms,SatyamevInfotech,"Ahmedabad, India",https://satyamevinfotech.com/,satyamevinfotech.com,2015,10-49,10-49,,False,False,False,home:
goodfirms,CodnestX,"Ahmedabad, India",https://codnestx.com/,codnestx.com,2019,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Positiwise Software Pvt Ltd,"Ahmedabad, India",https://positiwise.com/,positiwise.com,2005,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,I Can Infotech,"Ahmedabad, India",http://www.icaninfotech.com,icaninfotech.com,2009,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Webs Optimization Software Solution,"Ahmedabad, India",https://www.websoptimization.com/,websoptimization.com,2013,50-249,50-249,,False,False,False,home:URLError
goodfirms,Finlite Technologies,"Ahmedabad, India",http://www.finlitetech.com,finlitetech.com,,10-49,10-49,,False,False,False,home:URLError
goodfirms,KNP Technologies Private Limited,"Ahmedabad, India",http://www.knp-tech.com,knp-tech.com,2019,10-49,10-49,,False,False,False,home:URLError
goodfirms,Elderberry Tech,"Indore, India",http://www.elderberrytech.com/,elderberrytech.com,2015,10-49,10-49,,False,False,False,home:URLError
goodfirms,Protonshub Technologies,"Indore, India",https://www.protonshub.com/top-mobile-application-development-company?utm_source=Goodfirm&utm_medium=Company-Profile&utm_campaign=Goodfirm-Directory,protonshub.com,2018,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,Vinfotech,"Indore, India",http://www.vinfotech.com,vinfotech.com,1999,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,Zeeweesoft LLP,"Indore, India",https://www.zeeweesoft.com/,zeeweesoft.com,2018,10-49,10-49,,False,False,False,home:URLError
goodfirms,Innogent Technologies,"Indore, India",https://innogent.in/,innogent.in,2020,50-249,50-249,,False,False,False,home:URLError
goodfirms,MobilePundits,"Indore, India",http://www.mobilepundits.com/,mobilepundits.com,2003,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,Mobitplus Technologies,"Indore, India",http://mobitplus.com/,mobitplus.com,2017,10-49,10-49,,False,False,False,home:URLError
goodfirms,Amcorp Infovent Pvt Ltd,"Indore, India",https://www.amcorpinfovent.com/,amcorpinfovent.com,2016,50-249,50-249,,False,False,False,home:URLError
goodfirms,Ment Tech Labs,"Indore, India",https://www.ment.tech/,ment.tech,2019,10-49,10-49,,False,False,False,home:URLError
goodfirms,Homepage Infotech Solutions LLP,"Indore, India",http://www.homepageit.net/,homepageit.net,,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,WordPress Development India,"Indore, India",http://www.wordpressdevelopmentindia.com/,wordpressdevelopmentindia.com,2014,50-249,50-249,,False,False,False,home:URLError
goodfirms,Quazma Techno Solutions,"Indore, India",https://quazma.com/,quazma.com,2014,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,RISHUS INFOTECH,"Indore, India",https://www.vyanwebs.com/,vyanwebs.com,2023,10-49,10-49,,False,False,False,home:timeout
goodfirms,TechnoTronixs,"Indore, India",https://www.technotronixs.com/,technotronixs.com,2015,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,Codeready Software,"Indore, India",https://codereadysoftware.com/,codereadysoftware.com,2000,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,Pushcam Solution,"Indore, India",https://www.pushcam-solution.com/,pushcam-solution.com,2023,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,TechventureSoft Pvt Ltd,"Indore, India",https://techventuresoft.com/,techventuresoft.com,2019,50-249,50-249,,False,False,False,home:URLError
goodfirms,10th Gate Solutions Pvt Ltd.,"Indore, India",https://10thgatesolutions.com/,10thgatesolutions.com,2022,10-49,10-49,,False,False,False,home:HTTPError
goodfirms+nasscom,Octal IT Solution,"Jaipur, India",http://www.octalsoftware.com/?utm_source=Goodfirms&utm_medium=PaidLinks&utm_campaign=GoodfirmsPro,octalsoftware.com,2007,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,Kotibox Global Technologies,"Jaipur, India",https://kotiboxglobal.com/,kotiboxglobal.com,2023,10-49,10-49,,False,False,False,home:URLError
goodfirms,CMITEXPERTS SOFTECH LLP,"Jaipur, India",https://cmitexperts.com,cmitexperts.com,2018,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Volyo Solutions,"Jaipur, India",http://volyo.in/,volyo.in,2019,10-49,10-49,,False,False,False,home:URLError
goodfirms,D5 WebSoft Pvt. Ltd.,"Jaipur, India",http://www.d5websoft.com,d5websoft.com,2017,10-49,10-49,,False,False,False,home:URLError
goodfirms,Creato Software,"Jaipur, India",https://www.creatosoftware.com/,creatosoftware.com,2010,10-49,10-49,,False,False,False,home:URLError
goodfirms,ABJIMA IT CONSULTING PVT LTD,"Jaipur, India",https://abjima.com/,abjima.com,2021,10-49,10-49,,False,False,False,home:URLError
goodfirms,Techno Softwares,"Jaipur, India",https://technosoftwares.com,technosoftwares.com,2005,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Cauri Softech Pvt. Ltd. India,"Jaipur, India",https://caurisoftech.com/,caurisoftech.com,2017,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Integritygrove technology,"Jaipur, India",https://integritygrove.tech,integritygrove.tech,2023,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Prixaro,"Jaipur, India",https://www.prixaro.com,prixaro.com,2020,10-49,10-49,,False,False,False,home:URLError
goodfirms,Indeses Business Ventures Pvt.Ltd,"Jaipur, India",http://indeses.com/,indeses.com,2014,10-49,10-49,,False,False,False,home:URLError
goodfirms,Ixooweb IT Solution,"Jaipur, India",https://www.ixooweb.co.in/,ixooweb.co.in,2018,10-49,10-49,,False,False,False,home:URLError
goodfirms,Digi Grow Infotech,"Jaipur, India",https://digigrowinfotech.com/,digigrowinfotech.com,2020,10-49,10-49,,False,False,False,home:URLError
goodfirms,W3Panda,"Jaipur, India",https://w3panda.com/,w3panda.com,,10-49,10-49,,False,False,False,home:URLError
goodfirms,The Indian IT Technology,"Jaipur, India",https://www.theindiantechnology.com,theindiantechnology.com,2022,50-249,50-249,,False,False,False,home:URLError
goodfirms,Netgleam Consulting Pvt. Ltd.,"Jaipur, India",https://netgleam.com/,netgleam.com,,10-49,10-49,,False,False,False,home:URLError
goodfirms,COADAL,"Jaipur, India",https://www.coadal.com/index.html,coadal.com,2023,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Syrakal,"Jaipur, India",https://syrakal.com/,syrakal.com,2013,10-49,10-49,,False,False,False,home:URLError
goodfirms,InnoApps Technologies Pvt. Ltd,"Noida, India",https://www.innoappstech.com/,innoappstech.com,2016,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,18Pixels India Pvt Ltd.,"Noida, India",http://www.18pixels.com/,18pixels.com,2012,50-249,50-249,,False,False,False,home:HTTPError
goodfirms+nasscom,Logix Shapers Offshore Services Pvt. Ltd.,"Noida, India",https://logixshapers.com/,logixshapers.com,2014,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,CodeAegis Private Limited,"Noida, India",https://www.codeaegis.com,codeaegis.com,2016,50-249,50-249,,False,False,False,home:URLError
goodfirms,Trieffects Technologies Pvt Ltd,"Noida, India",https://www.trieffects.com/,trieffects.com,2013,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,IDS Logic,"Noida, India",https://www.idslogic.com/,idslogic.com,2007,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,Gensofts Infosolution Pvt. Ltd.,"Noida, India",https://www.gensoftsindia.com/,gensoftsindia.com,2009,10-49,10-49,,False,False,False,home:URLError
goodfirms,Logo Design Matix,"Noida, India",https://logodesignmatix.com/,logodesignmatix.com,2021,10-49,10-49,,False,False,False,home:URLError
goodfirms,Milkyway Multidimensional Services,"Noida, India",https://www.milkywayservices.in/,milkywayservices.in,2016,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,Websparrows Solutions Pvt. Ltd.,"Noida, India",http://www.websparrows.com,websparrows.com,2016,10-49,10-49,,False,False,False,home:URLError
goodfirms,GC Digital,"Noida, India",https://www.gcdigital.in/,gcdigital.in,2017,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Rajlav Animation And VFX,"Noida, India",https://rajlavanimation.in/,rajlavanimation.in,2022,10-49,10-49,,False,False,False,home:URLError
goodfirms,Botgo Technologies Pvt. Ltd.,"Noida, India",https://botgo.io/,botgo.io,2023,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,Solcare Technologies,"Noida, India",https://www.solcaretechnologies.in/,solcaretechnologies.in,2019,50-249,50-249,,False,False,False,home:timeout
goodfirms,Digital Apex Technology Pvt. Ltd.,"Noida, India",https://digitalizedapex.com/,digitalizedapex.com,2022,10-49,10-49,,False,False,False,home:URLError
goodfirms,Todquest Enterprises Pvt Ltd,"Noida, India",https://todquestenterprises.com/,todquestenterprises.com,2019,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Code Cyper Private Limited,"Noida, India",https://codecyper.com/,codecyper.com,2023,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Virtuzo Infosystems Pvt Ltd,"Noida, India",https://www.virtuzo.in,virtuzo.in,2012,10-49,10-49,,False,False,False,home:timeout
goodfirms,VERTS Services India Pvt Ltd,"Noida, India",https://www.verts.co.in/,verts.co.in,2012,50-249,50-249,,False,False,False,home:URLError
goodfirms,Ubicoapps Technologies,"Noida, India",https://www.ubicoapps.com,ubicoapps.com,,10-49,10-49,,False,False,False,home:URLError
goodfirms,Agio Support Solutions,"Noida, India",https://www.agiosupport.com/social-media-marketing-services,agiosupport.com,,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,Techshian Software Pvt Ltd,"Noida, India",http://www.techshian.com,techshian.com,2018,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Make India Smart Pvt. Ltd.,"Noida, United States",http://www.makeindiasmart.in/,makeindiasmart.in,2008,250+,250+,,False,True,False,home:URLError
goodfirms,Ethane Web Technologies,"Noida, India",https://www.ethanetechnologies.com/,ethanetechnologies.com,2008,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,PawaSys Technologies,"Noida, India",https://www.pawasystechnologies.com,pawasystechnologies.com,2016,10-49,10-49,,False,False,False,home:URLError
goodfirms,Hire Web Developer,"Noida, India",https://www.hirewebdeveloper.com/,hirewebdeveloper.com,2015,250+,250+,,False,True,False,home:HTTPError
goodfirms,Drabito Technologies,"Noida, India",https://www.drabito.com/,drabito.com,2016,10-49,10-49,,False,False,False,home:URLError
goodfirms,RB Web Solution,"Noida, India",https://www.rbwebsolution.com/,rbwebsolution.com,,10-49,10-49,,False,False,False,home:URLError
goodfirms,LetsLance,"Noida, India",https://letslancetech.com/,letslancetech.com,2023,10-49,10-49,,False,False,False,home:URLError
goodfirms,Aanaxagorasr Software Pvt Ltd,"Noida, India",http://www.aanaxagorasr.com/,aanaxagorasr.com,2013,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Appinteg Private Limited,"Noida, India",https://www.appinteg.com,appinteg.com,2021,10-49,10-49,,False,False,False,home:URLError
goodfirms,Max Value Per Click (MVPC),"Noida, India",https://mvpc.in/,mvpc.in,2018,10-49,10-49,,False,False,False,home:URLError
goodfirms,Peritos Solutions,"Noida, India",https://peritossolutions.com/,peritossolutions.com,2015,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Web Initiate Systems Pvt. Ltd.,"Noida, India",http://www.webinitiate.com/,webinitiate.com,2011,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Value Creatives,"Noida, India",http://valuecreatives.com/,valuecreatives.com,2014,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Arvaan solutions,"Noida, India",http://www.arvaansolutions.com/,arvaansolutions.com,2017,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Victorious Infotech Pvt. Ltd.,"Noida, India",https://www.victoriousinfotech.com,victoriousinfotech.com,2017,10-49,10-49,,False,False,False,home:URLError
goodfirms,Aximo Infotech Pvt. Ltd.,"Noida, India",https://aximoinfotech.com/,aximoinfotech.com,2019,50-249,50-249,,False,False,False,home:URLError
goodfirms,Droot,"Noida, India",https://www.droot.in,droot.in,2020,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Microflair Technologies,"Noida, India",https://microflair.net/,microflair.net,2013,10-49,10-49,,False,False,False,home:
goodfirms,WebInfoMart,"Gurgaon, India",http://webinfomart.com,webinfomart.com,2011,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Strawberry Infotech,"Gurgaon, India",https://strawberryinfotech.com/hire-full-stack-developers/,strawberryinfotech.com,2009,50-249,50-249,,False,False,False,home:URLError
goodfirms,Mioneer Pvt Ltd,"Gurgaon, India",https://mioneer.in,mioneer.in,2023,10-49,10-49,,False,False,False,home:URLError
goodfirms+nasscom,Vaco Binary Semantics LLP,"Gurgaon, India",https://www.vacobinary.in/,vacobinary.in,2017,250+,250+,,False,True,False,home:URLError
goodfirms,Digital Unicon,"Gurgaon, India",http://digitalunicon.com/,digitalunicon.com,2017,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Sampark Solutions Pvt. Ltd.,"Gurgaon, India",http://www.samparksolutions.com,samparksolutions.com,2008,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,ReactJS India,"Gurgaon, India",http://www.reactjs.co.in/,reactjs.co.in,2014,50-249,50-249,,False,False,False,home:URLError
goodfirms,Linea Digitech,"Delhi, India",https://lineadigitech.com/,lineadigitech.com,2015,50-249,50-249,,False,False,False,home:URLError
goodfirms,Shataki,"Delhi, India",https://shataki.com/,shataki.com,,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Websoles Strategic Digital Solutions,"Delhi, India",https://www.websoles.com,websoles.com,2013,50-249,50-249,,False,False,False,home:URLError
goodfirms,Trimwebsolutions,"Delhi, India",http://trimwebsolutions.com,trimwebsolutions.com,,,,,True,False,False,home:HTTPError
goodfirms,Suntist Labs,"Delhi, India",https://suntist.com/,suntist.com,2016,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,MS AURA IT HOST PRIVATE LIMITED,"Delhi, India",https://auraithost.in/,auraithost.in,2021,10-49,10-49,,False,False,False,home:timeout
goodfirms,Escape System Consultants,"Delhi, India",http://www.fcasoft.in/,fcasoft.in,2001,50-249,50-249,,False,False,False,home:timeout
goodfirms,Speetrance Transformation,"Delhi, India",https://speetrance.com/,speetrance.com,2021,10-49,10-49,,False,False,False,home:
goodfirms,Pantelwar,"Delhi, India",https://www.pantelwar.com,pantelwar.com,2016,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Technocrypt,"Delhi, India",https://technocrypt.co/,technocrypt.co,2020,10-49,10-49,,False,False,False,home:timeout
goodfirms,Agnith,"Delhi, India",http://www.agnithtechnologies.com/#,agnithtechnologies.com,,10-49,10-49,,False,False,False,home:URLError
goodfirms,ASH IT Service,"Delhi, India",https://www.ashitservice.com/,ashitservice.com,2023,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,DigiLogic Infocom,"Delhi, India",https://www.digilogicinfocom.com,digilogicinfocom.com,2018,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,Sunlightsol Technologies,"Delhi, India",https://sunlightsol.com/,sunlightsol.com,2016,10-49,10-49,,False,False,False,home:URLError
goodfirms,Jmd Web Solutionss,"Delhi, India",https://www.jmdwebsolutionss.com,jmdwebsolutionss.com,2011,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Appfodev,"Delhi, India",https://appfodev.com,appfodev.com,2021,10-49,10-49,,False,False,False,home:URLError
goodfirms,Saivion Technologies,"Delhi, India",https://www.saiviontech.com/,saiviontech.com,2013,50-249,50-249,,False,False,True,home:URLError
goodfirms,Green Apple Solutions,"Delhi, India",https://www.greenapplesolutions.com/,greenapplesolutions.com,2009,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,SoftiCation Technology,"Delhi, India",https://softication.com/,softication.com,2018,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,ZplusRanking,"Delhi, India",https://zplusranking.com,zplusranking.com,2020,10-49,10-49,,False,False,False,home:URLError
goodfirms,Das Galerie,"Delhi, India",https://dasgalerie.com/,dasgalerie.com,2021,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Zaigo Infotech Software Solutions,"Chennai, India",https://www.zaigoinfotech.com/,zaigoinfotech.com,2015,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,Dexterity Solution,"Chennai, India",http://www.dexteritysolution.com/,dexteritysolution.com,2004,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Infiniti Software Solutions,"Chennai, India",http://infinitisoftware.net/,infinitisoftware.net,,250+,250+,,False,True,False,home:timeout
goodfirms,NFN Labs,"Chennai, India",http://nfnlabs.in,nfnlabs.in,2011,10-49,10-49,,False,False,False,home:HTTPError
goodfirms,Bytize,"Chennai, India",https://bytize.org,bytize.org,2017,10-49,10-49,,False,False,False,home:URLError
goodfirms,Ajira Tech,"Chennai, India",http://www.ajira.tech/,ajira.tech,2015,10-49,10-49,,False,False,False,home:URLError
goodfirms,Wrexa Technologies LLC,"Chennai, India",https://wrexa.com/,wrexa.com,2022,50-249,50-249,,False,False,False,home:HTTPError
goodfirms,Snowtech Global Software (SGS),"Chennai, India",https://www.sgstechsolutions.com,sgstechsolutions.com,2020,50-249,50-249,,False,False,False,home:HTTPError
