name,city,website
Qualizeal Technologies India Private Limited,Hyderabad,https://qualizeal.com/
Kautech Services Private Limited,Hyderabad,https://www.kautech.in/
Experian Services India (Private Limited),Hyderabad,http://www.experian.com
Opengov India Private Limited,Pune,https://opengov.com/
Worldline Global Services Private Limited,Mumbai,https://worldline.com/
ServiceNow Software Development India Private Limited,Hyderabad,https://www.servicenow.com
Ellow Technologies Private Limited,Kochi,http://www.ellow.io
Crown Worldwide Private Limited,Navi Mumbai,https://www.crownrms.com/in/
Citco Group Services (India) LLP,Hyderabad,http://www.citco.com
Nanosecond Technologies Private Limited,Bengaluru,http://www.pice.one
Cogentnext Technologies Private Limited,Chennai,https://www.cogentnext.com/
Incredible Visibility Solutions Private Limited,Kollam,https://www.incrediblevisibility.com/
Camsdata Technologies India Private Limited,Bengaluru,http://www.camsdata.in
AITOBI Technologies Private Limited,Hyderabad,https://aitobi.co/
Stripe India Private Limited,Bengaluru,http://www.stripe.com
Krescent IT Labs Private Limited,Chandigarh(CH),https://www.kitlabs.us
Spera Digital Consulting Services Private Limited,Kolkata,http://www.speradigital.com
ITPlusPoint Solutions Private Limited,Bhubaneswar,https://www.itpluspoint.com/
Nelito Systems Private Limited,Navi Mumbai,https://www.nelito.com
Commergence Solutions Private Limited,Hyderabad,https://commergence.in/
Lentera Technologies Private Limited,Chennai,http://www.lentera.in
Interloop Consulting LLP,Faridabad,https://www.interlooptechnologies.com/about-us/
Finacct Technologies Private Limited,Hyderabad,https://www.finacctsolutions.com
Adaps IT Private Limited,Hyderabad,https://www.adaps.com
Nimap Infotech LLP,Mumbai,https://nimapinfotech.com/
Vividminds Technologies Private Limited,Hyderabad,https://quixy.com/
Vyrazu Labs Private Limited,Kolkata,https://www.vyrazu.com/
Monepeak Fintech Private Limited (CARD91),Bengaluru,https://www.card91.io/
Workday India Private Limited,Pune,https://www.workday.com/
Upsilon Tech Private Limited,Mumbai,http://www.valueshipr.com
Acabes International Private Limited,Ernakulam,http://www.acbesinternational.com
Archimedis Digital Private Limited,Chennai,https://archimedis.io/
10 Decoders Consultancy Services Private Limited,Chennai,https://10decoders.com/
Lightstorm Telecom Connectivity Private Limited,Gurugram,https://www.lightstormtelecom.com/
Ensonic Computech Private Limited,Kolkata,https://ekin.net.in/
ParamNetwork India Private Limited,Bengaluru,https://www.param.network/
Connor Clark & Lunn India Private Limited,Gurugram,https://cclfg.cclgroup.com
Allegis Global Solutions (India) Private Limited,Bengaluru,https://www.allegisglobalsolutions.com/
Smartail Private Limited,Bengaluru,https://www.smartail.ai/
GlaxoSmithKline Consumer Private Limited,Bengaluru,http://haleon.com
Credex Technology Private Limited,Noida,https://credextechnology.com/
Smith & Nephew GBS Private Limited,Pune,https://www.smith-nephew.com/
Ecolab Global Services Private Limited,Bengaluru,http://ecolabdigitalcenter.in
insightsoftware International Private Limited,Hyderabad,https://insightsoftware.com/
Multisoft Communications Private Limited,Cuttack,http://multisoftodisha.com/
ISPG Technologies India Private Limited,Ernakulam,https://www.ispg.co/
SmartShift Logistics Solutions Private Limited,Bengaluru,https://www.porter.in
Fastcurve Services Private Limited,Bengaluru,https://www.fastcurveservices.com/
Codeft Software Solutions,Hyderabad,https://codeft.io
Divergent Software Labs Private Limited,Indore,https://divergentsoftlab.com/
Imagination Technologies (India) Private Limited,Pune,https://www.imaginationtech.com
Finacus Solutions Private Limited,Mumbai,https://www.finacus.co.in
Abhinav Digicompsoft Services Private Limited,Pune,https://abhinavdcs.com/
Avocado Labs India Private Limited,Jaipur,https://avocadolabs.co.in/
Corporate Analyst & Consultant Private Limited,Delhi,https://www.cac.net.in/
Dezvolta,Chennai,https://www.dezvolta.com
IT Infrastructure Park Private Limited,Noida,https://crcgroup.in
RITWIK IT Services Private Limited,Hyderabad,https://www.ritwikinfotech.com/
McDonald's Capability Center India Private Limited,Hyderabad,https://www.mcdonalds.com/us/en-us.html
Strand Life Sciences Private Limited,Bengaluru,https://www.strandls.com
Vervent Technologies Private Limited,Bengaluru,https://www.vervent.com/
MOAR Advisory Services,Bengaluru,https://moaradvisory.com
Modern Ballistic Solutions Private Limited,Ahmedabad,https://mbsglobal.io/
Technovalley Software India Private Limited,Kochi,http://www.technovalley-aks.com
National Institute For Smart Government,Delhi,http://www.nisg.org
Kenvue Solutions India Private Limited,Bengaluru,http://www.kenvue.com
Fingent Global Solutions Private Limited,Kochi,https://www.fingent.com
Shard Center for Innovation Private Limited,Gautam Buddha Nagar,https://scilindia.org/
HanuAl Private Limited,Delhi,https://roadathena.com/
Hsag Consulting Private Limited,Bengaluru,https://www.hsag.in/
Winqualis Consulting Private Limited,New Delhi,x
Radush Technologies Private Limited,Chennai,https://www.radush.io
Flodata Analytics Private Limited,Delhi,https://flodataanalytics.com/about-us
Kimberly-Clark India Private Limited,Bengaluru,https://www.kimberly-clark.com
CDM Smith Global Services India LLP,Bengaluru,https://www.cdmsmith.com/
Tarento Technologies Private Limited,Bengaluru,https://www.tarento.com/
NKXGEN Paradigms Private Limited,Visakhapatnam,https://nkxgen.com
Sinnonteq IT Consulting LLP,Kozhikode,https://sinnonteq.com/
Bristol-Myers Squibb Business Services India Private Limited,Hyderabad,https://www.bms.com/in
Ideyalabs Tech Private Limited,Hyderabad,https://www.ideyalabs.com/
Attero Recycling Private Limited,Noida,https://attero.in/
KIOPL Management Solutions India Private Limited,Gurugram,https://www.kkr.com/
Utthunga Technologies Private Limited,Bengaluru,https://utthunga.com/
Ideassion Technology Solutions LLP,Chennai,https://ideassion.com/
Triton Tech Labs Private Limited,Tirunelveli,https://tritonlabs.in/
eGRCxperts India Private Limited,Chennai,https://grcxperts.com
KSP AI Tech Solutions Private Limited,Jaipur,https://qwiktrace.com/
Innover Digital Private Limited,Gautam Buddha Nagar,https://www.innoverdigital.com/
Aziza Management India Private Limited,Salem,https://azizaindia.com
Growthrive Private Limited,Gurugram,https://www.kalido.me
iNextgen Labs (India) Private Limited,Chennai,https://inextlabs.ai/
VDart Technologies Private Limited,Tiruchchirappalli,https://www.vdart.com/
DevAngles Software Private Limited,Pune,https://www.devangles.com/
Sensorvision IOT Solutions Private Limited,Kozhikode,https://wemakeiot.com/sensorvision/
Hitachi Vantara Software Services India Private Limited,Hyderabad,https://www.hitachivantara.com/en-us/home.html
Mindforce Research Private Limited,Noida,https://www.mindforceresearch.com
Sembridge Outsourcing Services Private Limited,Mumbai,https://sembridge.com/
Indus Law,Delhi,https://induslaw.com/
Caliper Business Solutions Private Limited,Bengaluru,https://sclen.ai/
Digichorus Technologies Private Limited,Pune,https://www.digichorus.com
Viztar Business Solutions Private Limited,Navi Mumbai,https://www.viztarinternational.com/viztar_at_glance.php
Symplr (Jedi Software Engineering LLP),Bengaluru,https://www.symplr.com/
Srisattva Business Support and Growth Strategy Private Limited,Chennai,https://www.srisattvagroup.com
Digitalratha (OPC) Private Limited,Bhubaneswar,https://digitalratha.com/
Dayananda Sagar University,Bengaluru,https://www.dsu.edu.in/
Campus Credential LLP,Thane,https://campuscredentials.com/
MNR Educational Trust,Hyderabad,https://www.mnruniversity.edu.in/
Cloudastra Technologies (OPC) Private Limited,Gautam Buddha Nagar,https://cloudastra.co/
HP Services,Hyderabad,http://www.hpverification.com
Zeal Education Society,Pune,https://zealeducation.com
Credentia Verification Technologies Private Limited,Mumbai,https://www.credentiai.com/
DeepHealth Technologies Private Limited,Bengaluru,https://deephealth.com/
Linear Code Technologies,Ambala,https://linearcode.in/
Exponentia.ai Private Limited,Mumbai,http://www.exponentia.ai
Maclogs Private Limited,Bengaluru,https://www.maclogs.com
Protiviti India Member Private Limited,Gurugram,https://www.protiviti.com/in-en
Exigo Consulting,Hyderabad,https://www.exigoconsulting.in
Vinmaya Consultancy Services Private Limited,Bengaluru,https://vinmaya.com
AJA Consulting Services LLP,Hyderabad,https://www.ajacs.in/
Intime IT Services Private Limited,Kolkata,https://intimeinc.co.in/
KanaQ Innovations Private Limited,Hyderabad,https://mykanaq.com/
Endeavour ERP Solutions India Private Limited,Hyderabad,https://www.etsglobal.in
GK Cloud Solutions Private Limited,Bengaluru,https://gkcloud.ai/
Vachi Ventures LLP,Bengaluru,https://insourceindia.com/
Consilio India Private Limited,Bengaluru,https://www.consilio.com/
ASCP GPUonCloud Private Limited,Pune,https://expertcloudconsulting.com/
Hari Shankar Singhania School of Business (J.K. Lakshmipat University),Jaipur,https://www.jkorg.in/
Go Brilliant Technologies Private Limited,Chandigarh(CH),https://www.gobrillianttech.com/
Indigrators Solutions Private Limited,Hyderabad,https://www.indigrators.com
Qylis Cloud Data & Cyber Security Services Private Limited,Hyderabad,https://qylis.com/
Kellogg Brown & Root Engineering & Construction India Private Limited,Chennai,https://www.kbr.com/en
Cimware Technologies Private Limited,Bengaluru,https://www.cimware.tech/
Lulu Tech Park Private Limited,Kochi,https://lulutechpark.com/
Xcrino Business Solutions Private Limited,Delhi,https://www.xcrino.com/
Previu Health Private Limited,Kochi,https://www.previu.health
Kreateworks India Private Limited,Chennai,https://www.kreateworks.com
Involead Services Private Limited,Bhubaneswar,https://www.involead.com/
Tatras Data Services Private Limited,New Delhi,https://tatrasdata.com/
PineQ Technology Labs Private Limited,Noida,https://www.pineqlab.com
Amgen Technology Private Limited,Hyderabad,https://wwwext.amgen.com/
Simple Telecom Private Limited,Mumbai,https://simple2call.com/
Domo Business Services India Private Limited,Pune,https://www.domo.com
Swift Staffing Solutions Private Limited,Hyderabad,https://jobsatswift.com/
Geeta Eservices Private Limited,Mumbai,https://geetaeservices.com
Tescra Software Private Limited,Bengaluru,https://tescra.com/
ETS Assessment Services Private Limited,Gurugram,https://www.ets.org/
Krones Digital Solutions India Private Limited,Bengaluru,https://www.krones.com/en/career/krones.digital/location-india.php
State Bank of India,Mumbai,https://www.sbi.co.in
LetitbeXAI Tech Solutions Private Limited,Hyderabad,https://www.letitbexai.com
Siam Computing Private Limited,Chennai,https://siamcomputing.com/
Transcosmos India Private Limited,Bengaluru,https://www.trans-cosmos.co.jp/english/
JPM & DJM Enterprises Services Private Limited,Mumbai,https://www.stewart.com/en/ind/services.html
TCZ Digital Private Limited,New Delhi,https://www.techchefz.com
Aimb System LLP,Ahmedabad,https://www.aimbsystem.com
SHRARA Agro Products Private Limited,Chennai,http://www.myshrara.com
Atlas Primary India Private Limited,Ahmedabad,https://atlasprimary.io
Span Technology Services Private Limited,Coimbatore,https://www.spantechnologyservices.com/
Verifitech India Info Private Limited,Chennai,https://verifitech.com/
Evolutionary Algorithm Private Limited,Bhubaneswar,https://evawinoptimize.com/website/
Discovery Communications India,Hyderabad,https://wbd.com/
Waystone Centralised Services (IN) Private Limited,Mumbai,https://www.waystone.com/
Cielo Talent India Private Limited,Gurugram,https://www.cielotalent.com
Fiorano Software Technologies Private Limited,Bengaluru,https://www.fiorano.com
Decision Tree Solutions Private Limited,Kochi,https://www.dtree.ai
SCYMES Services Private Limited,Mumbai,https://scymes.com/
Deltacubes Private Limited,Hyderabad,https://www.deltacubes.us/
Nomura Research Institute Consulting and Solutions India Private Limited,Gurugram,https://india.nri.com/
Bavis Technologies Private Limited,Chennai,https://www.bavistech.com
Ciphershield Technologies Private Limited,Noida,https://www.ciphershieldtech.com
Cencora Business Services India Private Limited,Pune,https://www.cencora.com/
Concord Technosoft Private Limited,Delhi,https://www.concordtechnosoft.com
CrossAsyst Infotech Private Limited,Mumbai,http://www.crossasyst.com
Shilabs Private Limited,Bhubaneswar,https://www.shilabs.digita
OneAdvanced India Private Limited,Bengaluru,https://www.oneadvanced.com/
Summit Consulting Services Private Limited,Bengaluru,https://www.summitconsulting.in/
Viacon Marketing and Technologies Private Limited,Kolkata,https://viacon.io/
RPM Global Business Capability Center Private Limited,Coimbatore,http://www.rpmperformancecoatings.com/
Inno Valley Works Private Limited,Coimbatore,https://www.innovalleyworks.com
GrapeCity India Private Limited,Noida,http://www.grapecity.in
TraqCheck IT Services Private Limited,Delhi,https://www.traqcheck.com
Magneto IT Solutions Private Limited,Pune,https://magnetoitsolutions.com/
GI Infotech Private Limited,Thane,http://www.gioutsourcing.com
BrandConn Digital Private Limited,Noida,https://brandconn.com/
Github India Private Limited,Delhi,https://github.com
i-cons Technologies,Coimbatore,https://i-constech.com/
CD CloudEnablers Private Limited,Chennai,https://www.corestack.io/
CSG Systems International (India) Private Limited,Bengaluru,http://www.csgi.com
MKS Vision Private Limited,Hyderabad,http://www.mksvision.com/
Ensono Technologies LLP,Pune,https://www.ensono.com/
Integrity Tech Solutions Private Limited,Chennai,http://integritytechsolutions.in/
AIRBNB Global Capability Centre Private Limited,Gurugram,https://www.airbnb.co.in/
Mass Mutual Global Business Services India LLP,Hyderabad,https://careers.massmutual.com/Locations/MassMutual-India
Mycity1 Info Private Limited,Bhubaneswar,http://mycity1.com
Lennox India Technology Centre Private Limited,Chennai,https://www.lennoxindia.com/
Scaleios Private Limited,Kochi,https://www.scaleios.com
NobleServe Systems Private Limited,Coimbatore,https://www.nobleserve.com
PAS Digital Private Limited,New Delhi,https://www.caleedo.com
Celusion Technologies Private Limited,Thane,https://www.celusion.com
Fintellix India Private Limited,Bengaluru,https://fintellix.com/ind/home
Egon Zehnder Information and Research Services Private Limited,Gurugram,http://www.egonzehnder.com
Civica Resource Private Limited,Vadodara,http://www.civica.com
Quocent Private Limited,Bhubaneswar,https://quocent.com/
Testrig Technologies Private Limited,Pune,https://www.testrigtechnologies.com
Teckost IT Services Private Limited,Chennai,https://www.teckost.com
FDC Web Technologies Private Limited,Ernakulam,https://www.financial.com/
Macaws Infotech LLP,Kolkata,http://www.macawsinfotech.com
OroSoft Solutions Private Limited,Mumbai,http://www.orosoft.com
Black Canvas Corporate United Private Limited,Hyderabad,https://www.bccunited.com
GBT Tech Solutions Private Limited,Kolkata,http://www.gbtsolutions.in/
Privafy Technologies India Private Limited,Bengaluru,https://www.privafy.com
Finvasia Financial Services Private Limited,Punjab,http://www.finvasia.com
Fullscan Business Solutions LLP,Hyderabad,http://www.fullscan.co.in
Efftronics Systems Private Limited,Guntur,http://www.efftronics.com
Data Science Wizards Private Limited,Thane,https://www.datasciencewizards.in
Zebra Techies Solution,Kolkata,https://zebratechies.com/
Lex Protector LLP,Bhubaneswar,https://www.lexprotector.com/
Mouktik Consulting Services Private Limited,Hyderabad,http://www.mouktikconsulting.com
Softdel Systems Private Limited,Pune,http://www.softdel.com
Oceaneering International Services Limited,Pune,http://www.oceaneering.com
SmallDay IT Services Private Limited,Bengaluru,http://www.smalldaytech.com
Alfahive Private Limited,Bengaluru,https://www.alfahive.com/
Mastec India LLP,Bengaluru,https://www.mastecnetworksolutions.com/
Essilor India Private Limited,Bengaluru,http://www.essilorindia.com
Navicent Solutions Private Limited,Mumbai,http://www.navicentsolutions.com
Atyeti IT Services Private Limited,Hyderabad,http://www.atyeti.com
Codleo Consulting Private Limited,Delhi,http://www.codleo.com
Ingold Solutions Private Limited,Kolkata,http://www.ingoldsolutions.com
WTW Global Delivery and Solutions India Private Limited,Mumbai,https://www.willistowerswatson.com/
Netflix Entertainment Services India LLP,Mumbai,https://about.netflix.com/en
Ivtree IT Solution Private Limited,Bengaluru,http://www.ivtree.com
Professional Softec Private Limited,Jaipur,http://www.computaxonline.com
Sufalam Technologies Private Limited,Ahmedabad,https://www.sufalamtech.com
Ejyle Technologies Private Limited,Bengaluru,http://www.ejyle.com
DataFoundry Private Limited,Bengaluru,http://www.datafoundry.ai
Light Wave Technologies Private Limited,Bhubaneswar,http://www.lightwaveindia.com/
ZeroCodeHR LLP,Hyderabad,https://www.zerocodehr.in/
TechRAQ Info Solutions Private Limited,Hyderabad,http://www.techraq.com
Fidrox Technologies Private Limited,Bengaluru,http://www.fidrox.com
Yotta Infrastructure Solutions LLP,Mumbai,https://www.yotta.com/
one.com India Private Limited,Gurugram,https://www.one.com
Minutus Computing Private Limited,Pune,https://minutuscomputing.com
MIH Internet India Private Limited,Delhi,https://www.prosus.com/
World Vision Infotech Private Limited,Pune,http://worldvisionit.com
Roche Information Solutions India Private Limited,Pune,http://www.viewics.com
Carestream Health India Private Limited,Mumbai,https://www.carestream.com/en/us
Providence Global Center LLP,Hyderabad,https://www.providence.org/
Skilliantech India Private Limited,Hyderabad,http://www.skillrecruit.com
Fare Portal India Private Limited,Gurugram,http://www.fareportal.com
Contata Solutions Private Limited,Noida,http://www.contata.com
Cybersecurist Technologies Private Limited,Pune,https://www.cybersecurist.com/
Mangalam Information Technologies Private Limited,Ahmedabad,https://mangalaminfotech.com/
EC Infosolutions Private Limited,Pune,https://ecinfosolutions.com
Carney Technologies Services,Kolkata,https://www.carneytechnologies.com
ThoughtSpheres Technologies Private Limited,Bhubaneswar,https://www.thoughtspheres.com/
Valtech India Systems Private Limited,Bengaluru,https://www.valtech.com
Inductive Quotient Analytics India Private Limited,Hyderabad,http://www.inductivequotient.com
Truworth Health Technologies Private Limited,Jaipur,http://www.truworthwellness.com/
TestingXperts Private Limited,Chandigarh(CH),http://www.testingxperts.com
Sequretek IT Solutions Private Limited,Mumbai,https://www.sequretek.com
Luminous Infoways Private Limited,Bhubaneswar,https://luminousinfoways.com/
CME India Private Limited,Bengaluru,http://www.cmegroup.com
Cyber and Physical Security ( A Division of Tata Advanced Systems Limited),Noida,http://www.tataadvancedsystems.com
Centific Global Technologies India Private Limited,Hyderabad,http://www.pactera-edge.com
Relate Infotech Private Limited,Kolkata,https://www.relate-infotech.com
OneMagnify India Private Limited,Chennai,https://onemagnify.com/
Pinnacle Human Resource Private Limited,Bhubaneswar,https://www.pinnacleconsulting.in
Cozentus Technologies Private Limited,Bhubaneswar,http://www.cozentus.com
Exo Edge India Private Limited,Mohali,https://www.exoedge.com/
GapBlue Software Labs Private Limited,Kochi,http://www.gapblue.com
Auxiliobits Technologies Private Limited,Chandigarh(CH),https://www.auxiliobits.com
In2 Computing India Private Limited,Tirunelveli,http://www.in2computing.com
Chubb Business Services India Private Limited,Hyderabad,https://www.chubb.com
IFI Techsolutions Limited,Mumbai,https://www.ifi.tech/
Cotelligent (India) Private Limited,Hyderabad,http://cotelligent.com/
IEMA Research & Development Private Limited,Kolkata,http://www.iemlabs.com
Mizuho Global Services India Private Limited,Mumbai,https://www.mizuho-fg.com
Stellapps Technologies Private Limited,Bengaluru,https://www.stellapps.com/
Vasista Enterprise Solutions Private Limited,Hyderabad,http://www.vasista.in/
Precise Testing Solution Private Limited,Noida,https://precisetestingsolution.com/
Brownarc Enterprises Private Limited,Coimbatore,https://www.servercake.in/
Corient Business Solutions Private Limited,Mumbai,https://corientbs.co.uk
Ladybird Web Solution Private Limited,Bengaluru,https://www.ladybirdweb.com/
Anzen Technologies Private Limited,Mumbai,http://www.anzentech.com
MUFG Pension & Market Services India Private Limited,Mumbai,https://www.mpms.mufg.com/
CLSA Technology & Services LLP,Pune,http://www.clsa.com
One Kosmos Technology Private Limited,Mumbai,http://www.1kosmos.com
Innobox Systems Private Limited,Hyderabad,http://www.innobox.com/
FC Global Services India LLP,Bengaluru,https://www.firstcitizens.com/
Highspring India LLP,Gurugram,https://www.vacobinary.in/
Asiczen Technologies India Private Limited,Bhubaneswar,http://www.asiczen.com/
Quant Art Market Solutions Private Limited,Kolkata,https://www.quantartmarket.com/
Ernst and Young LLP,Gurugram,http://www.ey.com
Pingaksho Technologies Inc,Mohali,http://www.pingakshotechnologies.com
Ingka Services LLP,Bengaluru,https://www.ingka.com/
Armia Systems Private Limited,Kochi,http://www.armia.com
Contisoft Technologies LLP,Pune,https://contisofttechno.com
Lexicon Infotech Limited,Hyderabad,http://lexiconinfotech.com/
Wefe Technology Private Limited,Bhubaneswar,https://wefe.in/
Business Intelligence Professionals Private Limited,Bhubaneswar,https://www.bipros.com/
TSL Consulting Private Limited,Pune,https://tslconsulting.in/
STEMROBO Technologies Private Limited,Noida,https://www.stemrobo.com
AIVOT AI Private Limited,Navi Mumbai,https://www.aivot.in
Ogive Technology LLP,Hyderabad,http://www.ogivetechnology.com/
SWASH Consulting Private Limited,Bhubaneswar,http://www.swashconsulting.co/
Tech Aviators (OPC) Private Limited,Jind,https://techaviators.in/
Cardinal Health International India Private Limited,Bengaluru,https://www.cardinalhealth.com/
Plaxonic Technologies Private Limited,Noida,http://www.plaxonic.com
Nextwealth Entrepreneurs Private Limited,Bengaluru,https://www.nextwealth.in/
Orell Software Solutions Private Limited,Cochin,https://orell.com/
Ucodesoft Solutions Private Limited,Mohali,https://ucodesoft.com
Visibility Gurus,Mohali,https://visibilitygurus.com/
Momentum Services Private Limited,Navi Mumbai,https://momentummetropolitanservices.co.in
Nlite Informatics and Staffing Private Limited,Visakhapatnam,http://www.nlite.io
Diebold Nixdorf India Private Limited,Mumbai,https://www.dieboldnixdorf.com/en-us
Sesame Group India Private Limited,Gurugram,http://www.sbg.co.uk
AdGlobal360 India Private Limited,Gurugram,https://www.adglobal360.com
Spearhead Technology India Private Limited,Bengaluru,https://www.spearheadtech.io
OutSystems India Private Limited,Bengaluru,https://www.outsystems.com/
Ushta Te Consultancy Services LLP,Mumbai,http://www.ushtate.com
Ares Operations India Private Limited,Mumbai,https://www.aresmgmt.com/
DriveIT Technologies Private Limited,Hyderabad,https://www.driveittech.in/
Bridgen Tech Consulting LLP,Hyderabad,https://www.bridgentech.com/
MatrixOne Tech Solutions,Hyderabad,www.matrixonetechsolutions.com
Spoorthy Consultancy and IT Solutions Private Limited,Hyderabad,https://www.scits.co.in/
Xenovex Technologies Private Limited,Chennai,https://xenovex.com/
Surya International Enterprise Private Limited,Bhubaneswar,https://groupsurya.co.in/
Criticalriver Technologies Private Limited,Hyderabad,https://www.criticalriver.com/
Innoshri Private Limited,Pune,https://www.innoshri.com/
Riota Private Limited,Chennai,https://riota.in/
ProductDossier Solutions (India) Private Limited,Pune,http://www.productdossier.com
Infintrix Global Limited,Mumbai,http://www.infintrixglobal.com
Inovaare Clouds Solutions Private Limited,Bhubaneswar,https://www.acesocloud.com/
Rio Tinto India Private Limited,Gurugram,https://www.riotinto.com
Electrodrive Powertrain Solutions Private Limited,Pune,https://www.electraev.com
Signicent Information Solutions LLP,Mohali,http://www.signicent.com
Logixal Cloud Solutions LLP,Mumbai,http://www.logixal.com
Areteans Technology Solutions Private Limited,Hyderabad,https://areteanstech.com/
Delve AI India Private Limited,Bengaluru,https://www.delve.ai
RevFirst Systems Private Limited,Bengaluru,https://revfirst.in/
J.C. Penney Services India Private Limited,Bengaluru,https://www.jcpenney.com
LinkedIn Technology Information Private Limited,Bengaluru,https://in.linkedin.com
Zeeve Deeptech Private Limited,Gautam Buddha Nagar,https://www.zeeve.io
